"days.to.today","cases.estimated","cases.estimated.sd","cases.reported","cases.reported.sd","cases.observed","cases.estimated.l95","cases.estimated.u95","cases.reported.l95","cases.reported.u95","new.cases.estimated","new.cases.reported"
0,27727.565027883,954.146137199129,10506.9483451573,334.853396040294,NA,25857.4385989727,29597.6914567933,9850.63568891835,11163.2610013963,718.678097128413,239.559365709472
1,28466.4410845355,1004.19921490889,10752.4534885818,351.326258933541,NA,26498.2106233141,30434.6715457569,10063.854021072,11441.0529560915,738.876056652469,245.505143424461
2,29226.127427629,1056.68304018599,11004.0693474408,368.550481435724,NA,27155.0286688644,31297.2261863935,10281.7104038267,11726.4282910548,759.686343093475,251.615858858986
3,30007.2581839196,1111.70733813438,11261.9664860256,386.557326353568,NA,27828.3118011762,32186.204566663,10504.3141263726,12019.6188456786,781.13075629064,257.897138584845
4,30810.487673453,1169.38705973597,11526.3204952391,405.379476049875,NA,28518.4890363705,33102.4863105355,10731.7767221814,12320.8642682969,803.229489533405,264.354009213524
5,31636.4900878499,1229.84260894647,11797.3118236217,425.051088850692,NA,29225.9985743148,34046.981601385,10964.2116894744,12630.4119577691,826.002414396902,270.991328382581
6,32485.9607004377,1293.20013978747,12075.1261120152,445.607877427122,NA,29951.2884264542,35020.6329744211,11201.734672258,12948.5175517724,849.470612587767,277.814288393483
7,33359.6165264289,1359.59179037042,12359.9543436863,467.087166094181,NA,30694.8166173029,36024.416435555,11444.4634981417,13275.4451892309,873.655825991256,284.82823167113
8,34258.1969103108,1429.15593414188,12651.9929684479,489.527952568444,NA,31457.0512793927,37059.3425412289,11692.5181814138,13611.4677554821,898.580383881854,292.038624761602
9,35182.4641652348,1502.03742925238,12951.4440416943,512.970968228281,NA,32238.4708039001,38126.4575265695,11946.0209439669,13956.8671394218,924.267254924009,299.45107324641
10,36133.2041951774,1578.38787494791,13258.5153557131,537.45873969982,NA,33039.5639602795,39226.8444300753,12205.0962259014,14311.9344855247,950.740029942586,307.071314018724
11,37111.2271630609,1658.36587920477,13573.4205837622,563.035653066747,NA,33860.8300398195,40361.6242863022,12469.8707037514,14676.9704637731,978.022967883502,314.905228049174
12,38117.3681683629,1742.13732814314,13896.3794249703,589.748017696039,NA,34702.7790052023,41531.9573315234,12740.4733102861,15052.2855396545,1006.14100530198,322.958841208045
13,39152.4879252587,1829.87565970592,14227.6177471769,617.64413046154,NA,35565.9316322351,42739.0442182823,13017.0352514723,15438.2002428816,1035.11975689581,331.23832220666
14,40217.4734533308,1921.76214147425,14567.3677315926,646.774340321623,NA,36450.8196560413,43984.1272506204,13299.6900245622,15835.045438623,1064.98552807217,339.749984415657
15,41313.2387764817,2017.98615191008,14915.8680178547,677.191113016252,NA,37357.985918738,45268.4916342255,13588.5734363428,16243.1625993665,1095.76532315089,348.500286262059
16,42440.7256287688,2118.74546368297,15273.3638490676,708.949095462519,NA,38287.9845199502,46593.4667375874,13883.8236219611,16662.9040761742,1127.48685228706,357.495831212967
17,43600.9041680883,2224.24652892011,15640.10721712,742.105179806892,NA,39241.3809714049,47960.4273647717,14185.5810646985,17094.6333695415,1160.17853931955,366.743368052381
