"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (total)";"New daily cases (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-03-07";"116";"12999 ( -4777, 30775)";"215 (-239,  670)";" 65786 ( -31300, 162873)";"1109 (-1348,  3565)";"12754 (-15593,  41100)";" 8579 ( -9583, 26740)";"1667 (-1687,  5020)";"2561 (-2056,  7178)";" 4610 ( -3700, 12921)";"40%"
"2015-03-06";"115";"12784 ( -4541, 30108)";"211 (-232,  655)";" 64678 ( -29964, 159319)";"1089 (-1309,  3487)";"12526 (-15143,  40196)";" 8427 ( -9297, 26150)";"1637 (-1635,  4909)";"2516 (-1990,  7022)";" 4529 ( -3582, 12639)";"40%"
"2015-03-05";"114";"12572 ( -4311, 29455)";"208 (-225,  640)";" 63589 ( -28667, 155844)";"1070 (-1271,  3410)";"12303 (-14705,  39311)";" 8277 ( -9019, 25573)";"1608 (-1584,  4801)";"2471 (-1926,  6868)";" 4449 ( -3466, 12363)";"40%"
"2015-03-04";"113";"12365 ( -4088, 28817)";"204 (-218,  626)";" 62519 ( -27408, 152445)";"1051 (-1234,  3335)";"12085 (-14277,  38446)";" 8131 ( -8748, 25009)";"1580 (-1534,  4694)";"2428 (-1863,  6718)";" 4370 ( -3354, 12093)";"40%"
"2015-03-03";"112";"12161 ( -3872, 28193)";"200 (-212,  612)";" 61468 ( -26185, 149121)";"1032 (-1198,  3262)";"11870 (-13860,  37599)";" 7987 ( -8483, 24457)";"1552 (-1486,  4591)";"2385 (-1802,  6572)";" 4292 ( -3244, 11829)";"40%"
"2015-03-02";"111";"11960 ( -3663, 27583)";"197 (-205,  599)";" 60436 ( -24998, 145871)";"1014 (-1163,  3190)";"11659 (-13453,  36770)";" 7845 ( -8226, 23917)";"1525 (-1439,  4489)";"2343 (-1743,  6428)";" 4217 ( -3137, 11571)";"40%"
"2015-03-01";"110";"11763 ( -3460, 26986)";"193 (-199,  586)";" 59423 ( -23846, 142692)";" 996 (-1128,  3119)";"11451 (-13057,  35960)";" 7707 ( -7975, 23388)";"1498 (-1394,  4390)";"2301 (-1685,  6288)";" 4142 ( -3034, 11318)";"40%"
"2015-02-28";"109";"11570 ( -3263, 26402)";"190 (-193,  573)";" 58427 ( -22728, 139583)";" 978 (-1095,  3051)";"11248 (-12670,  35166)";" 7570 ( -7731, 22872)";"1472 (-1349,  4293)";"2261 (-1629,  6150)";" 4069 ( -2933, 11071)";"40%"
"2015-02-27";"108";"11380 ( -3072, 25832)";"187 (-187,  560)";" 57449 ( -21644, 136543)";" 961 (-1062,  2983)";"11048 (-12293,  34390)";" 7437 ( -7492, 22366)";"1446 (-1306,  4198)";"2221 (-1575,  6016)";" 3997 ( -2834, 10829)";"40%"
"2015-02-26";"107";"11193 ( -2887, 25274)";"183 (-181,  548)";" 56489 ( -20592, 133569)";" 944 (-1030,  2917)";"10852 (-11926,  33631)";" 7306 ( -7261, 21872)";"1421 (-1264,  4105)";"2182 (-1521,  5884)";" 3927 ( -2738, 10592)";"40%"
"2015-02-25";"106";"11010 ( -2708, 24728)";"180 (-175,  535)";" 55545 ( -19571, 130662)";" 927 ( -999,  2853)";"10660 (-11568,  32888)";" 7177 ( -7035, 21388)";"1396 (-1223,  4015)";"2143 (-1470,  5756)";" 3858 ( -2645, 10360)";"40%"
"2015-02-24";"105";"10830 ( -2534, 24194)";"177 (-170,  524)";" 54619 ( -18581, 127819)";" 910 ( -969,  2790)";"10471 (-11219,  32162)";" 7050 ( -6815, 20915)";"1371 (-1183,  3926)";"2105 (-1419,  5630)";" 3790 ( -2555, 10134)";"40%"
"2015-02-23";"104";"10653 ( -2366, 23672)";"174 (-164,  512)";" 53708 ( -17622, 125038)";" 894 ( -940,  2728)";"10286 (-10880,  31451)";" 6926 ( -6600, 20453)";"1347 (-1145,  3839)";"2068 (-1370,  5507)";" 3723 ( -2466,  9912)";"40%"
"2015-02-22";"103";"10479 ( -2203, 23162)";"171 (-159,  501)";" 52814 ( -16691, 122319)";" 878 ( -911,  2668)";"10104 (-10548,  30756)";" 6804 ( -6392, 20001)";"1324 (-1107,  3754)";"2032 (-1323,  5387)";" 3658 ( -2381,  9696)";"40%"
"2015-02-21";"102";"10308 ( -2046, 22662)";"168 (-154,  490)";" 51935 ( -15789, 119660)";" 863 ( -883,  2609)";" 9925 (-10226,  30076)";" 6685 ( -6189, 19558)";"1301 (-1070,  3671)";"1996 (-1276,  5269)";" 3593 ( -2297,  9484)";"40%"
"2015-02-20";"101";"10141 ( -1893, 22174)";"165 (-149,  479)";" 51073 ( -14914, 117059)";" 848 ( -856,  2551)";" 9750 ( -9912,  29411)";" 6567 ( -5991, 19126)";"1278 (-1034,  3590)";"1961 (-1231,  5154)";" 3530 ( -2216,  9277)";"40%"
"2015-02-19";"100";" 9976 ( -1745, 21697)";"162 (-144,  468)";" 50225 ( -14067, 114517)";" 833 ( -829,  2495)";" 9578 ( -9606,  28761)";" 6452 ( -5799, 18703)";"1256 (-1000,  3511)";"1927 (-1187,  5041)";" 3468 ( -2137,  9074)";"40%"
"2015-02-18";"99";" 9814 ( -1602, 21230)";"159 (-140,  458)";" 49392 ( -13246, 112030)";" 818 ( -804,  2440)";" 9409 ( -9308,  28125)";" 6339 ( -5612, 18289)";"1234 ( -966,  3433)";"1893 (-1145,  4931)";" 3408 ( -2060,  8876)";"40%"
"2015-02-17";"98";" 9655 ( -1464, 20774)";"156 (-135,  448)";" 48574 ( -12450, 109598)";" 804 ( -779,  2386)";" 9243 ( -9017,  27502)";" 6228 ( -5429, 17885)";"1212 ( -933,  3357)";"1860 (-1103,  4823)";" 3348 ( -1986,  8682)";"40%"
"2015-02-16";"97";" 9499 ( -1330, 20327)";"154 (-131,  438)";" 47771 ( -11679, 107221)";" 789 ( -754,  2333)";" 9080 ( -8735,  26894)";" 6119 ( -5252, 17489)";"1191 ( -901,  3283)";"1827 (-1063,  4718)";" 3289 ( -1913,  8492)";"40%"
"2015-02-15";"96";" 9345 ( -1201, 19891)";"151 (-126,  428)";" 46981 ( -10933, 104895)";" 776 ( -730,  2281)";" 8920 ( -8459,  26299)";" 6012 ( -5079, 17102)";"1170 ( -870,  3211)";"1796 (-1024,  4615)";" 3232 ( -1843,  8307)";"40%"
"2015-02-14";"95";" 9194 ( -1076, 19464)";"148 (-122,  419)";" 46206 ( -10210, 102621)";" 762 ( -707,  2231)";" 8763 ( -8191,  25717)";" 5907 ( -4911, 16724)";"1150 ( -839,  3140)";"1764 ( -986,  4514)";" 3176 ( -1774,  8125)";"40%"
"2015-02-13";"94";" 9046 (  -955, 19047)";"146 (-118,  409)";" 45444 (  -9510, 100398)";" 749 ( -684,  2181)";" 8609 ( -7931,  25148)";" 5803 ( -4748, 16355)";"1130 ( -810,  3070)";"1733 ( -949,  4415)";" 3120 ( -1708,  7948)";"40%"
"2015-02-12";"93";" 8900 (  -838, 18638)";"143 (-114,  400)";" 44695 (  -8833,  98223)";" 735 ( -663,  2133)";" 8458 ( -7677,  24592)";" 5702 ( -4589, 15993)";"1111 ( -781,  3003)";"1703 ( -913,  4319)";" 3066 ( -1643,  7774)";"40%"
"2015-02-11";"92";" 8757 (  -725, 18239)";"141 (-110,  392)";" 43960 (  -8177,  96097)";" 722 ( -641,  2086)";" 8309 ( -7430,  24048)";" 5603 ( -4434, 15640)";"1091 ( -754,  2936)";"1674 ( -878,  4225)";" 3012 ( -1580,  7605)";"40%"
"2015-02-10";"91";" 8617 (  -616, 17849)";"138 (-107,  383)";" 43237 (  -7543,  94018)";" 710 ( -620,  2040)";" 8163 ( -7189,  23516)";" 5505 ( -4284, 15294)";"1073 ( -727,  2872)";"1644 ( -844,  4133)";" 2960 ( -1519,  7439)";"40%"
"2015-02-09";"90";" 8478 (  -510, 17467)";"136 (-103,  374)";" 42528 (  -6929,  91984)";" 697 ( -600,  1995)";" 8020 ( -6955,  22995)";" 5409 ( -4138, 14956)";"1054 ( -700,  2808)";"1616 ( -811,  4042)";" 2908 ( -1459,  7276)";"40%"
"2015-02-08";"89";" 8343 (  -409, 17094)";"133 ( -99,  366)";" 41830 (  -6335,  89996)";" 685 ( -580,  1951)";" 7880 ( -6727,  22487)";" 5315 ( -3995, 14626)";"1036 ( -675,  2746)";"1588 ( -779,  3954)";" 2858 ( -1402,  7118)";"40%"
"2015-02-07";"88";" 8209 (  -310, 16729)";"131 ( -96,  358)";" 41145 (  -5761,  88051)";" 673 ( -561,  1907)";" 7742 ( -6505,  21989)";" 5223 ( -3857, 14303)";"1018 ( -650,  2686)";"1560 ( -748,  3868)";" 2808 ( -1346,  6963)";"40%"
"2015-02-06";"87";" 8078 (  -215, 16372)";"129 ( -93,  350)";" 40472 (  -5206,  86150)";" 661 ( -542,  1865)";" 7607 ( -6290,  21503)";" 5132 ( -3722, 13987)";"1000 ( -626,  2627)";"1533 ( -717,  3784)";" 2760 ( -1291,  6811)";"40%"
"2015-02-05";"86";" 7949 (  -124, 16023)";"127 ( -89,  342)";" 39811 (  -4669,  84290)";" 650 ( -524,  1824)";" 7474 ( -6080,  21028)";" 5043 ( -3591, 13678)";" 983 ( -602,  2569)";"1507 ( -688,  3701)";" 2712 ( -1239,  6662)";"40%"
"2015-02-04";"85";" 7823 (   -35, 15681)";"124 ( -86,  335)";" 39161 (  -4150,  82472)";" 639 ( -507,  1784)";" 7343 ( -5876,  20563)";" 4956 ( -3464, 13376)";" 966 ( -580,  2512)";"1481 ( -660,  3621)";" 2665 ( -1187,  6517)";"40%"
"2015-02-03";"84";" 7698 (    50, 15347)";"122 ( -83,  328)";" 38522 (  -3649,  80694)";" 627 ( -490,  1744)";" 7215 ( -5677,  20108)";" 4870 ( -3341, 13081)";" 950 ( -557,  2457)";"1455 ( -632,  3542)";" 2619 ( -1138,  6375)";"40%"
"2015-02-02";"83";" 7576 (   132, 15021)";"120 ( -80,  320)";" 37895 (  -3165,  78955)";" 616 ( -473,  1706)";" 7090 ( -5484,  19663)";" 4786 ( -3220, 12792)";" 933 ( -536,  2403)";"1430 ( -605,  3465)";" 2574 ( -1089,  6237)";"40%"
"2015-02-01";"82";" 7456 (   211, 14701)";"118 ( -77,  313)";" 37278 (  -2697,  77254)";" 606 ( -457,  1668)";" 6966 ( -5296,  19229)";" 4703 ( -3104, 12510)";" 917 ( -515,  2350)";"1405 ( -579,  3389)";" 2529 ( -1042,  6101)";"40%"
"2015-01-31";"81";" 7338 (   287, 14389)";"116 ( -74,  306)";" 36673 (  -2246,  75591)";" 595 ( -441,  1631)";" 6845 ( -5114,  18804)";" 4622 ( -2990, 12234)";" 902 ( -495,  2298)";"1381 ( -554,  3316)";" 2486 (  -997,  5968)";"40%"
"2015-01-30";"80";" 7222 (   361, 14083)";"114 ( -72,  300)";" 36077 (  -1810,  73965)";" 585 ( -425,  1595)";" 6726 ( -4936,  18389)";" 4542 ( -2880, 11964)";" 886 ( -475,  2248)";"1357 ( -529,  3244)";" 2443 (  -953,  5838)";"40%"
"2015-01-29";"79";" 7108 (   431, 13785)";"112 ( -69,  293)";" 35492 (  -1389,  72374)";" 575 ( -410,  1560)";" 6609 ( -4764,  17982)";" 4464 ( -2772, 11701)";" 871 ( -456,  2198)";"1334 ( -505,  3173)";" 2401 (  -910,  5712)";"40%"
"2015-01-28";"78";" 6996 (   499, 13493)";"110 ( -66,  286)";" 34918 (   -983,  70819)";" 565 ( -396,  1525)";" 6495 ( -4596,  17585)";" 4387 ( -2668, 11443)";" 856 ( -437,  2150)";"1311 ( -482,  3104)";" 2360 (  -868,  5587)";"40%"
"2015-01-27";"77";" 6886 (   565, 13207)";"108 ( -64,  280)";" 34353 (   -592,  69298)";" 555 ( -382,  1492)";" 6382 ( -4432,  17197)";" 4312 ( -2567, 11191)";" 842 ( -419,  2103)";"1288 ( -460,  3037)";" 2319 (  -828,  5466)";"40%"
"2015-01-26";"76";" 6778 (   628, 12927)";"106 ( -61,  274)";" 33798 (   -214,  67810)";" 545 ( -368,  1459)";" 6272 ( -4274,  16818)";" 4238 ( -2468, 10944)";" 827 ( -402,  2056)";"1266 ( -438,  2971)";" 2279 (  -789,  5347)";"40%"
"2015-01-25";"75";" 6671 (   688, 12654)";"105 ( -59,  268)";" 33253 (    149,  66356)";" 536 ( -355,  1427)";" 6163 ( -4120,  16446)";" 4165 ( -2373, 10703)";" 813 ( -385,  2011)";"1245 ( -417,  2906)";" 2240 (  -751,  5231)";"40%"
"2015-01-24";"74";" 6567 (   747, 12387)";"103 ( -57,  262)";" 32717 (    500,  64933)";" 527 ( -342,  1395)";" 6057 ( -3970,  16084)";" 4094 ( -2280, 10468)";" 799 ( -368,  1967)";"1223 ( -397,  2843)";" 2202 (  -714,  5118)";"40%"
