"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-11-06";"-7";"  7978 (  5912,  10044)";" 194 ( 102,  286)";"  43188 ( 30640,   55736)";" 1043 (  486,  1600)";" 12033 (  5553,  18513)";"  7750 (  4043,  11457)";" 1441 (  832,  2050)";" 2298 ( 1358,  3237)";" 4136 ( 2445,   5826)";"40%"
"2014-11-05";"-8";"  7784 (  5798,   9770)";" 189 ( 101,  278)";"  42145 ( 30101,   54189)";" 1019 (  483,  1554)";" 11751 (  5523,  17978)";"  7568 (  4008,  11128)";" 1407 (  823,  1992)";" 2244 ( 1342,  3146)";" 4039 ( 2416,   5663)";"40%"
"2014-11-04";"-9";"  7595 (  5685,   9505)";" 185 ( 100,  270)";"  41126 ( 29564,   52689)";"  995 (  480,  1509)";" 11475 (  5491,  17460)";"  7391 (  3973,  10810)";" 1375 (  814,  1936)";" 2191 ( 1325,  3058)";" 3945 ( 2386,   5504)";"40%"
"2014-11-03";"-10";"  7410 (  5573,   9247)";" 181 (  99,  262)";"  40132 ( 29030,   51233)";"  971 (  477,  1466)";" 11206 (  5456,  16956)";"  7218 (  3936,  10501)";" 1343 (  804,  1881)";" 2140 ( 1309,  2972)";" 3852 ( 2356,   5349)";"40%"
"2014-11-02";"-11";"  7229 (  5462,   8997)";" 176 (  98,  255)";"  39160 ( 28499,   49821)";"  949 (  474,  1424)";" 10944 (  5419,  16468)";"  7049 (  3898,  10201)";" 1311 (  795,  1828)";" 2090 ( 1292,  2889)";" 3762 ( 2325,   5199)";"40%"
"2014-11-01";"-12";"  7053 (  5351,   8754)";" 172 (  97,  247)";"  38211 ( 27971,   48452)";"  926 (  470,  1383)";" 10687 (  5380,  15994)";"  6885 (  3859,   9910)";" 1281 (  785,  1776)";" 2041 ( 1275,  2808)";" 3674 ( 2295,   5054)";"40%"
"2014-10-31";"-13";"  6881 (  5242,   8519)";" 168 (  96,  240)";"  37285 ( 27447,   47123)";"  905 (  466,  1343)";" 10437 (  5339,  15534)";"  6724 (  3820,   9628)";" 1251 (  775,  1726)";" 1994 ( 1258,  2729)";" 3588 ( 2264,   4913)";"40%"
"2014-10-30";"-14";"  6712 (  5134,   8291)";" 164 (  95,  233)";"  36380 ( 26926,   45835)";"  884 (  463,  1304)";" 10192 (  5296,  15088)";"  6567 (  3779,   9354)";" 1222 (  765,  1678)";" 1947 ( 1241,  2653)";" 3505 ( 2234,   4776)";"40%"
"2014-10-29";"-15";"  6548 (  5027,   8070)";" 160 (  94,  227)";"  35497 ( 26408,   44585)";"  863 (  459,  1267)";"  9954 (  5252,  14656)";"  6413 (  3738,   9089)";" 1193 (  755,  1631)";" 1902 ( 1224,  2579)";" 3423 ( 2203,   4643)";"40%"
"2014-10-28";"-16";"  6388 (  4920,   7855)";" 157 (  93,  220)";"  34634 ( 25894,   43373)";"  843 (  455,  1231)";"  9721 (  5205,  14236)";"  6263 (  3696,   8831)";" 1165 (  745,  1585)";" 1857 ( 1207,  2508)";" 3343 ( 2172,   4514)";"40%"
"2014-10-27";"-17";"  6231 (  4815,   7647)";" 153 (  92,  214)";"  33791 ( 25385,   42198)";"  823 (  450,  1196)";"  9493 (  5157,  13829)";"  6117 (  3653,   8581)";" 1138 (  735,  1541)";" 1814 ( 1190,  2438)";" 3265 ( 2141,   4388)";"40%"
"2014-10-26";"-18";"  6078 (  4711,   7444)";" 149 (  91,  208)";"  32968 ( 24879,   41058)";"  804 (  446,  1161)";"  9271 (  5108,  13434)";"  5974 (  3610,   8339)";" 1112 (  725,  1498)";" 1772 ( 1173,  2371)";" 3189 ( 2111,   4267)";"40%"
"2014-10-25";"-19";"  5928 (  4609,   7248)";" 146 (  90,  202)";"  32165 ( 24378,   39952)";"  785 (  441,  1128)";"  9054 (  5058,  13050)";"  5835 (  3566,   8104)";" 1086 (  715,  1457)";" 1730 ( 1155,  2305)";" 3114 ( 2080,   4149)";"40%"
"2014-10-24";"-20";"  5782 (  4507,   7058)";" 143 (  89,  197)";"  31380 ( 23881,   38879)";"  767 (  437,  1096)";"  8842 (  5006,  12679)";"  5699 (  3522,   7876)";" 1061 (  705,  1416)";" 1690 ( 1138,  2241)";" 3042 ( 2049,   4034)";"40%"
"2014-10-23";"-21";"  5640 (  4407,   6873)";" 139 (  87,  191)";"  30613 ( 23388,   37838)";"  749 (  432,  1065)";"  8636 (  4953,  12318)";"  5566 (  3477,   7655)";" 1036 (  695,  1377)";" 1651 ( 1121,  2180)";" 2971 ( 2018,   3923)";"40%"
"2014-10-22";"-22";"  5501 (  4307,   6694)";" 136 (  86,  186)";"  29865 ( 22901,   36828)";"  731 (  427,  1035)";"  8434 (  4899,  11968)";"  5436 (  3432,   7441)";" 1012 (  684,  1339)";" 1612 ( 1104,  2120)";" 2902 ( 1988,   3816)";"40%"
"2014-10-21";"-23";"  5365 (  4209,   6520)";" 133 (  85,  181)";"  29133 ( 22418,   35849)";"  714 (  423,  1006)";"  8237 (  4845,  11629)";"  5310 (  3387,   7233)";"  988 (  674,  1303)";" 1575 ( 1087,  2062)";" 2834 ( 1957,   3711)";"40%"
"2014-10-20";"-24";"  5232 (  4113,   6351)";" 130 (  84,  176)";"  28419 ( 21940,   34899)";"  697 (  418,   977)";"  8045 (  4789,  11300)";"  5186 (  3341,   7031)";"  965 (  664,  1267)";" 1538 ( 1071,  2005)";" 2768 ( 1927,   3609)";"40%"
"2014-10-19";"-25";"  5102 (  4017,   6186)";" 127 (  83,  171)";"  27722 ( 21467,   33977)";"  681 (  413,   950)";"  7857 (  4732,  10981)";"  5065 (  3295,   6835)";"  943 (  653,  1233)";" 1502 ( 1054,  1951)";" 2704 ( 1897,   3511)";"40%"
"2014-10-18";"-26";"  4975 (  3923,   6027)";" 124 (  82,  166)";"  27041 ( 21000,   33082)";"  665 (  408,   923)";"  7673 (  4675,  10671)";"  4947 (  3249,   6646)";"  921 (  643,  1199)";" 1467 ( 1037,  1897)";" 2641 ( 1866,   3415)";"40%"
"2014-10-17";"-27";"  4851 (  3831,   5872)";" 121 (  80,  161)";"  26376 ( 20537,   32214)";"  650 (  402,   897)";"  7494 (  4617,  10371)";"  4832 (  3203,   6462)";"  900 (  633,  1167)";" 1433 ( 1020,  1846)";" 2579 ( 1836,   3323)";"40%"
"2014-10-16";"-28";"  4730 (  3739,   5722)";" 118 (  79,  157)";"  25726 ( 20080,   31371)";"  635 (  397,   872)";"  7320 (  4559,  10080)";"  4720 (  3156,   6284)";"  879 (  623,  1135)";" 1400 ( 1004,  1796)";" 2520 ( 1806,   3233)";"40%"
"2014-10-15";"-29";"  4612 (  3649,   5576)";" 115 (  78,  153)";"  25091 ( 19629,   30554)";"  620 (  392,   847)";"  7149 (  4500,   9798)";"  4610 (  3110,   6111)";"  859 (  612,  1105)";" 1367 (  987,  1747)";" 2461 ( 1777,   3145)";"40%"
"2014-10-14";"-30";"  4497 (  3560,   5433)";" 113 (  77,  148)";"  24472 ( 19183,   29760)";"  605 (  387,   824)";"  6982 (  4441,   9524)";"  4503 (  3063,   5943)";"  839 (  602,  1075)";" 1335 (  971,  1700)";" 2404 ( 1747,   3061)";"40%"
"2014-10-13";"-31";"  4384 (  3473,   5295)";" 110 (  76,  144)";"  23866 ( 18743,   28989)";"  591 (  382,   801)";"  6820 (  4381,   9258)";"  4399 (  3016,   5781)";"  819 (  592,  1047)";" 1304 (  954,  1655)";" 2348 ( 1718,   2978)";"40%"
"2014-10-12";"-32";"  4274 (  3387,   5161)";" 108 (  75,  140)";"  23275 ( 18309,   28241)";"  577 (  376,   779)";"  6661 (  4321,   9001)";"  4297 (  2970,   5623)";"  800 (  582,  1019)";" 1274 (  938,  1610)";" 2294 ( 1688,   2899)";"40%"
"2014-10-11";"-33";"  4167 (  3303,   5030)";" 105 (  73,  137)";"  22698 ( 17881,   27514)";"  564 (  371,   757)";"  6506 (  4261,   8751)";"  4197 (  2923,   5471)";"  782 (  572,   992)";" 1245 (  922,  1567)";" 2240 ( 1659,   2821)";"40%"
"2014-10-10";"-34";"  4062 (  3220,   4903)";" 103 (  72,  133)";"  22134 ( 17459,   26808)";"  551 (  366,   736)";"  6355 (  4200,   8509)";"  4100 (  2876,   5323)";"  764 (  561,   966)";" 1216 (  906,  1526)";" 2188 ( 1631,   2746)";"40%"
"2014-10-09";"-35";"  3959 (  3138,   4780)";" 100 (  71,  129)";"  21583 ( 17043,   26122)";"  538 (  360,   716)";"  6207 (  4140,   8274)";"  4005 (  2830,   5179)";"  746 (  551,   941)";" 1188 (  890,  1485)";" 2138 ( 1602,   2674)";"40%"
"2014-10-08";"-36";"  3859 (  3058,   4659)";"  98 (  70,  126)";"  21045 ( 16633,   25456)";"  526 (  355,   696)";"  6063 (  4079,   8046)";"  3912 (  2783,   5040)";"  729 (  541,   916)";" 1160 (  874,  1446)";" 2088 ( 1574,   2603)";"40%"
"2014-10-07";"-37";"  3761 (  2980,   4542)";"  96 (  69,  123)";"  20519 ( 16230,   24808)";"  513 (  350,   677)";"  5922 (  4018,   7826)";"  3821 (  2737,   4905)";"  712 (  531,   893)";" 1133 (  859,  1408)";" 2040 ( 1545,   2535)";"40%"
"2014-10-06";"-38";"  3665 (  2903,   4428)";"  93 (  68,  119)";"  20006 ( 15832,   24179)";"  501 (  344,   659)";"  5784 (  3957,   7612)";"  3733 (  2691,   4775)";"  696 (  522,   870)";" 1107 (  843,  1371)";" 1993 ( 1517,   2468)";"40%"
"2014-10-05";"-39";"  3572 (  2827,   4317)";"  91 (  66,  116)";"  19504 ( 15441,   23567)";"  490 (  339,   641)";"  5650 (  3895,   7404)";"  3646 (  2644,   4648)";"  680 (  512,   848)";" 1081 (  828,  1335)";" 1947 ( 1490,   2404)";"40%"
"2014-10-04";"-40";"  3481 (  2753,   4209)";"  89 (  65,  113)";"  19014 ( 15057,   22972)";"  478 (  334,   623)";"  5519 (  3834,   7203)";"  3562 (  2598,   4525)";"  664 (  502,   826)";" 1056 (  812,  1301)";" 1902 ( 1462,   2341)";"40%"
"2014-10-03";"-41";"  3392 (  2680,   4103)";"  87 (  64,  110)";"  18536 ( 14679,   22393)";"  467 (  328,   606)";"  5391 (  3773,   7008)";"  3480 (  2553,   4407)";"  649 (  492,   805)";" 1032 (  797,  1267)";" 1858 ( 1435,   2281)";"40%"
"2014-10-02";"-42";"  3305 (  2609,   4001)";"  85 (  63,  107)";"  18068 ( 14308,   21829)";"  457 (  323,   590)";"  5266 (  3712,   6819)";"  3399 (  2507,   4291)";"  634 (  482,   785)";" 1008 (  782,  1234)";" 1815 ( 1408,   2222)";"40%"
"2014-10-01";"-43";"  3219 (  2539,   3900)";"  83 (  62,  104)";"  17612 ( 13943,   21281)";"  446 (  318,   574)";"  5144 (  3651,   6636)";"  3321 (  2462,   4180)";"  619 (  473,   765)";"  985 (  767,  1203)";" 1773 ( 1381,   2165)";"40%"
"2014-09-30";"-44";"  3136 (  2470,   3803)";"  81 (  61,  102)";"  17166 ( 13585,   20747)";"  436 (  312,   559)";"  5024 (  3591,   6458)";"  3244 (  2416,   4072)";"  605 (  463,   746)";"  962 (  752,  1172)";" 1732 ( 1354,   2110)";"40%"
"2014-09-29";"-45";"  3055 (  2403,   3707)";"  79 (  59,   99)";"  16730 ( 13233,   20227)";"  426 (  307,   544)";"  4908 (  3530,   6286)";"  3169 (  2371,   3967)";"  591 (  454,   728)";"  940 (  738,  1142)";" 1692 ( 1328,   2056)";"40%"
"2014-09-28";"-46";"  2976 (  2338,   3614)";"  77 (  58,   97)";"  16305 ( 12888,   19721)";"  416 (  302,   530)";"  4795 (  3470,   6119)";"  3096 (  2327,   3865)";"  577 (  444,   710)";"  918 (  723,  1114)";" 1653 ( 1302,   2004)";"40%"
"2014-09-27";"-47";"  2898 (  2274,   3523)";"  76 (  57,   94)";"  15889 ( 12550,   19228)";"  406 (  296,   516)";"  4684 (  3409,   5958)";"  3025 (  2282,   3767)";"  564 (  435,   693)";"  897 (  709,  1086)";" 1615 ( 1276,   1954)";"40%"
"2014-09-26";"-48";"  2823 (  2211,   3435)";"  74 (  56,   92)";"  15483 ( 12219,   18748)";"  397 (  291,   502)";"  4575 (  3349,   5801)";"  2955 (  2238,   3672)";"  551 (  426,   676)";"  877 (  695,  1058)";" 1578 ( 1250,   1905)";"40%"
"2014-09-25";"-49";"  2749 (  2150,   3348)";"  72 (  55,   89)";"  15086 ( 11894,   18279)";"  388 (  286,   489)";"  4470 (  3290,   5649)";"  2887 (  2194,   3580)";"  538 (  417,   660)";"  856 (  681,  1032)";" 1541 ( 1225,   1858)";"40%"
"2014-09-24";"-50";"  2677 (  2090,   3263)";"  71 (  54,   87)";"  14699 ( 11575,   17823)";"  379 (  281,   476)";"  4366 (  3230,   5502)";"  2820 (  2151,   3490)";"  526 (  408,   644)";"  837 (  667,  1007)";" 1506 ( 1200,   1812)";"40%"
"2014-09-23";"-51";"  2606 (  2031,   3181)";"  69 (  53,   85)";"  14320 ( 11263,   17377)";"  370 (  276,   464)";"  4265 (  3171,   5360)";"  2755 (  2107,   3404)";"  514 (  399,   629)";"  817 (  653,   982)";" 1471 ( 1175,   1767)";"40%"
"2014-09-22";"-52";"  2537 (  1974,   3100)";"  67 (  52,   83)";"  13950 ( 10958,   16943)";"  361 (  270,   452)";"  4167 (  3112,   5222)";"  2692 (  2065,   3320)";"  502 (  390,   614)";"  799 (  639,   958)";" 1437 ( 1151,   1724)";"40%"
"2014-09-21";"-53";"  2470 (  1918,   3021)";"  66 (  51,   81)";"  13589 ( 10659,   16519)";"  353 (  265,   441)";"  4071 (  3054,   5088)";"  2630 (  2022,   3238)";"  491 (  381,   600)";"  780 (  626,   935)";" 1404 ( 1126,   1682)";"40%"
"2014-09-20";"-54";"  2404 (  1863,   2944)";"  64 (  50,   79)";"  13236 ( 10367,   16105)";"  345 (  260,   429)";"  3977 (  2995,   4959)";"  2570 (  1980,   3160)";"  479 (  373,   586)";"  762 (  612,   912)";" 1372 ( 1102,   1642)";"40%"
"2014-09-19";"-55";"  2340 (  1810,   2869)";"  63 (  49,   77)";"  12891 ( 10081,   15701)";"  337 (  255,   419)";"  3885 (  2938,   4833)";"  2511 (  1938,   3083)";"  469 (  364,   573)";"  745 (  599,   890)";" 1341 ( 1079,   1603)";"40%"
"2014-09-18";"-56";"  2277 (  1758,   2795)";"  61 (  48,   75)";"  12554 (  9802,   15307)";"  329 (  250,   408)";"  3796 (  2880,   4712)";"  2453 (  1897,   3009)";"  458 (  356,   560)";"  728 (  586,   869)";" 1310 ( 1055,   1564)";"40%"
"2014-09-17";"-57";"  2215 (  1708,   2723)";"  60 (  46,   73)";"  12225 (  9529,   14922)";"  322 (  245,   398)";"  3708 (  2823,   4594)";"  2397 (  1856,   2938)";"  447 (  347,   547)";"  711 (  573,   849)";" 1280 ( 1032,   1527)";"40%"
"2014-09-16";"-58";"  2155 (  1658,   2653)";"  59 (  45,   72)";"  11904 (  9262,   14546)";"  314 (  240,   388)";"  3623 (  2766,   4480)";"  2342 (  1815,   2868)";"  437 (  339,   535)";"  695 (  561,   829)";" 1250 ( 1009,   1492)";"40%"
"2014-09-15";"-59";"  2097 (  1610,   2584)";"  57 (  44,   70)";"  11590 (  9001,   14179)";"  307 (  235,   379)";"  3540 (  2710,   4369)";"  2288 (  1775,   2801)";"  427 (  331,   523)";"  679 (  548,   809)";" 1222 (  987,   1457)";"40%"
"2014-09-14";"-60";"  2039 (  1563,   2516)";"  56 (  43,   68)";"  11283 (  8746,   13820)";"  300 (  230,   369)";"  3458 (  2655,   4262)";"  2236 (  1736,   2736)";"  417 (  323,   511)";"  663 (  536,   790)";" 1194 (  965,   1423)";"40%"
"2014-09-13";"-61";"  1983 (  1517,   2450)";"  55 (  42,   67)";"  10983 (  8497,   13469)";"  293 (  226,   360)";"  3379 (  2599,   4158)";"  2184 (  1696,   2673)";"  408 (  315,   500)";"  648 (  524,   772)";" 1167 (  943,   1390)";"40%"
"2014-09-12";"-62";"  1929 (  1472,   2386)";"  53 (  41,   65)";"  10690 (  8255,   13125)";"  286 (  221,   352)";"  3301 (  2545,   4058)";"  2134 (  1658,   2611)";"  398 (  308,   489)";"  633 (  512,   755)";" 1140 (  921,   1358)";"40%"
"2014-09-11";"-63";"  1875 (  1429,   2322)";"  52 (  41,   64)";"  10404 (  8018,   12790)";"  280 (  216,   343)";"  3225 (  2491,   3960)";"  2086 (  1620,   2552)";"  389 (  300,   478)";"  619 (  500,   737)";" 1114 (  900,   1327)";"40%"
"2014-09-10";"-64";"  1823 (  1386,   2260)";"  51 (  40,   62)";"  10124 (  7786,   12462)";"  273 (  211,   335)";"  3151 (  2437,   3866)";"  2038 (  1582,   2494)";"  380 (  293,   468)";"  605 (  488,   721)";" 1088 (  879,   1297)";"40%"
"2014-09-09";"-65";"  1772 (  1345,   2200)";"  50 (  39,   61)";"   9851 (  7561,   12141)";"  267 (  207,   327)";"  3079 (  2384,   3774)";"  1991 (  1545,   2438)";"  372 (  285,   458)";"  591 (  477,   704)";" 1063 (  859,   1268)";"40%"
"2014-09-08";"-66";"  1722 (  1304,   2140)";"  49 (  38,   60)";"   9584 (  7341,   11827)";"  261 (  202,   319)";"  3008 (  2331,   3686)";"  1946 (  1508,   2384)";"  363 (  278,   448)";"  577 (  466,   689)";" 1039 (  838,   1240)";"40%"
"2014-09-07";"-67";"  1674 (  1265,   2082)";"  48 (  37,   58)";"   9323 (  7126,   11520)";"  255 (  198,   312)";"  2939 (  2279,   3600)";"  1901 (  1472,   2331)";"  355 (  271,   439)";"  564 (  455,   673)";" 1015 (  819,   1212)";"40%"
"2014-09-06";"-68";"  1626 (  1227,   2025)";"  47 (  36,   57)";"   9068 (  6917,   11219)";"  249 (  193,   305)";"  2872 (  2228,   3516)";"  1858 (  1437,   2279)";"  347 (  264,   429)";"  551 (  444,   659)";"  992 (  799,   1185)";"40%"
"2014-09-05";"-69";"  1580 (  1190,   1970)";"  45 (  35,   56)";"   8819 (  6713,   10925)";"  243 (  189,   298)";"  2806 (  2177,   3435)";"  1816 (  1402,   2230)";"  339 (  257,   420)";"  539 (  433,   644)";"  970 (  780,   1159)";"40%"
"2014-09-04";"-70";"  1534 (  1153,   1915)";"  44 (  34,   55)";"   8576 (  6514,   10637)";"  238 (  184,   291)";"  2742 (  2127,   3357)";"  1774 (  1367,   2181)";"  331 (  251,   412)";"  526 (  423,   630)";"  947 (  761,   1134)";"40%"
"2014-09-03";"-71";"  1490 (  1118,   1861)";"  43 (  33,   53)";"   8338 (  6320,   10356)";"  232 (  180,   285)";"  2679 (  2078,   3281)";"  1734 (  1333,   2134)";"  324 (  244,   403)";"  514 (  412,   616)";"  926 (  742,   1109)";"40%"
"2014-09-02";"-72";"  1446 (  1084,   1809)";"  42 (  33,   52)";"   8106 (  6132,   10080)";"  227 (  176,   278)";"  2618 (  2029,   3207)";"  1694 (  1300,   2088)";"  316 (  238,   395)";"  503 (  402,   603)";"  905 (  724,   1085)";"40%"
"2014-09-01";"-73";"  1404 (  1050,   1758)";"  41 (  32,   51)";"   7879 (  5948,    9810)";"  222 (  172,   272)";"  2558 (  1981,   3135)";"  1656 (  1268,   2044)";"  309 (  232,   386)";"  491 (  392,   590)";"  884 (  706,   1062)";"40%"
"2014-08-31";"-74";"  1362 (  1018,   1707)";"  40 (  31,   50)";"   7657 (  5768,    9545)";"  217 (  168,   266)";"  2500 (  1934,   3066)";"  1618 (  1236,   2000)";"  302 (  226,   378)";"  480 (  383,   577)";"  864 (  689,   1039)";"40%"
"2014-08-30";"-75";"  1322 (   986,   1658)";"  40 (  30,   49)";"   7440 (  5594,    9286)";"  212 (  164,   260)";"  2443 (  1888,   2998)";"  1581 (  1204,   1958)";"  295 (  220,   371)";"  469 (  373,   565)";"  844 (  671,   1017)";"40%"
"2014-08-29";"-76";"  1282 (   955,   1610)";"  39 (  29,   48)";"   7228 (  5424,    9032)";"  207 (  160,   254)";"  2387 (  1842,   2932)";"  1545 (  1173,   1917)";"  288 (  214,   363)";"  458 (  364,   553)";"  825 (  654,    996)";"40%"
"2014-08-28";"-77";"  1244 (   925,   1563)";"  38 (  29,   47)";"   7021 (  5259,    8784)";"  202 (  156,   249)";"  2333 (  1797,   2868)";"  1510 (  1143,   1877)";"  282 (  208,   355)";"  448 (  354,   541)";"  806 (  638,    975)";"40%"
"2014-08-27";"-78";"  1206 (   896,   1516)";"  37 (  28,   46)";"   6819 (  5097,    8540)";"  198 (  152,   244)";"  2279 (  1752,   2806)";"  1476 (  1114,   1838)";"  275 (  202,   348)";"  438 (  345,   530)";"  788 (  622,    954)";"40%"
"2014-08-26";"-79";"  1169 (   867,   1471)";"  36 (  27,   45)";"   6621 (  4941,    8302)";"  193 (  148,   238)";"  2227 (  1709,   2746)";"  1442 (  1085,   1800)";"  269 (  197,   341)";"  428 (  337,   519)";"  770 (  606,    934)";"40%"
"2014-08-25";"-80";"  1133 (   840,   1426)";"  35 (  26,   44)";"   6428 (  4788,    8068)";"  189 (  144,   233)";"  2177 (  1666,   2687)";"  1409 (  1056,   1763)";"  263 (  191,   334)";"  418 (  328,   508)";"  752 (  590,    915)";"40%"
"2014-08-24";"-81";"  1098 (   813,   1382)";"  34 (  26,   43)";"   6239 (  4639,    7839)";"  184 (  141,   228)";"  2127 (  1624,   2630)";"  1378 (  1028,   1727)";"  257 (  186,   327)";"  409 (  320,   498)";"  735 (  575,    896)";"40%"
"2014-08-23";"-82";"  1063 (   787,   1340)";"  34 (  25,   42)";"   6055 (  4495,    7615)";"  180 (  137,   223)";"  2079 (  1583,   2575)";"  1346 (  1001,   1691)";"  251 (  181,   320)";"  399 (  311,   487)";"  719 (  560,    877)";"40%"
"2014-08-22";"-83";"  1029 (   761,   1298)";"  33 (  24,   42)";"   5875 (  4354,    7395)";"  176 (  134,   219)";"  2032 (  1543,   2520)";"  1316 (   975,   1657)";"  245 (  176,   314)";"  390 (  303,   477)";"  702 (  546,    859)";"40%"
"2014-08-21";"-84";"   997 (   737,   1257)";"  32 (  24,   41)";"   5698 (  4217,    7180)";"  172 (  130,   214)";"  1985 (  1503,   2468)";"  1286 (   949,   1623)";"  239 (  171,   307)";"  381 (  295,   467)";"  686 (  531,    841)";"40%"
"2014-08-20";"-85";"   964 (   713,   1216)";"  31 (  23,   40)";"   5526 (  4084,    6968)";"  168 (  127,   210)";"  1940 (  1464,   2416)";"  1257 (   923,   1590)";"  233 (  166,   301)";"  373 (  288,   458)";"  671 (  518,    824)";"40%"
"2014-08-19";"-86";"   933 (   689,   1177)";"  31 (  22,   39)";"   5358 (  3954,    6762)";"  164 (  123,   205)";"  1896 (  1426,   2366)";"  1228 (   898,   1558)";"  228 (  162,   294)";"  364 (  280,   448)";"  655 (  504,    807)";"40%"
"2014-08-18";"-87";"   902 (   666,   1138)";"  30 (  22,   38)";"   5194 (  3828,    6559)";"  161 (  120,   201)";"  1853 (  1389,   2318)";"  1200 (   874,   1527)";"  223 (  157,   288)";"  356 (  273,   439)";"  640 (  491,    790)";"40%"
"2014-08-17";"-88";"   872 (   644,   1100)";"  29 (  21,   38)";"   5033 (  3706,    6360)";"  157 (  117,   197)";"  1811 (  1352,   2270)";"  1173 (   850,   1496)";"  217 (  153,   282)";"  348 (  265,   430)";"  626 (  478,    774)";"40%"
"2014-08-16";"-89";"   843 (   623,   1063)";"  29 (  21,   37)";"   4876 (  3586,    6165)";"  154 (  114,   193)";"  1770 (  1317,   2224)";"  1147 (   827,   1466)";"  212 (  148,   276)";"  340 (  258,   421)";"  611 (  465,    758)";"40%"
"2014-08-15";"-90";"   814 (   602,   1026)";"  28 (  20,   36)";"   4722 (  3470,    5974)";"  150 (  111,   189)";"  1730 (  1282,   2178)";"  1121 (   805,   1437)";"  207 (  144,   270)";"  332 (  251,   413)";"  597 (  452,    743)";"40%"
"2014-08-14";"-91";"   786 (   582,    990)";"  27 (  20,   35)";"   4572 (  3358,    5787)";"  147 (  108,   185)";"  1691 (  1248,   2134)";"  1095 (   782,   1408)";"  202 (  140,   264)";"  324 (  245,   404)";"  584 (  440,    727)";"40%"
"2014-08-13";"-92";"   759 (   562,    955)";"  27 (  19,   35)";"   4425 (  3248,    5603)";"  143 (  105,   182)";"  1653 (  1214,   2091)";"  1071 (   761,   1380)";"  197 (  136,   258)";"  317 (  238,   396)";"  570 (  428,    712)";"40%"
"2014-08-12";"-93";"   732 (   543,    921)";"  26 (  18,   34)";"   4282 (  3141,    5423)";"  140 (  102,   178)";"  1616 (  1182,   2049)";"  1046 (   740,   1353)";"  192 (  132,   252)";"  310 (  232,   388)";"  557 (  417,    698)";"40%"
"2014-08-11";"-94";"   706 (   524,    887)";"  26 (  18,   33)";"   4142 (  3037,    5247)";"  137 (  100,   174)";"  1579 (  1150,   2008)";"  1023 (   719,   1326)";"  187 (  128,   246)";"  302 (  225,   380)";"  544 (  405,    683)";"40%"
"2014-08-10";"-95";"   680 (   506,    854)";"  25 (  17,   33)";"   4005 (  2936,    5074)";"  134 (   97,   171)";"  1544 (  1119,   1968)";"   999 (   699,   1299)";"  182 (  124,   240)";"  295 (  219,   372)";"  532 (  394,    669)";"40%"
"2014-08-09";"-96";"   655 (   488,    822)";"  24 (  17,   32)";"   3871 (  2838,    4904)";"  131 (   94,   168)";"  1509 (  1089,   1930)";"   977 (   680,   1273)";"  178 (  121,   235)";"  289 (  213,   364)";"  519 (  383,    655)";"40%"
"2014-08-08";"-97";"   631 (   471,    790)";"  24 (  16,   31)";"   3740 (  2743,    4738)";"  128 (   92,   164)";"  1475 (  1059,   1892)";"   954 (   661,   1248)";"  173 (  117,   229)";"  282 (  207,   357)";"  507 (  373,    642)";"40%"
"2014-08-07";"-98";"   607 (   454,    759)";"  23 (  16,   31)";"   3612 (  2650,    4575)";"  125 (   89,   161)";"  1442 (  1030,   1855)";"   933 (   642,   1223)";"  168 (  113,   223)";"  275 (  201,   349)";"  495 (  362,    628)";"40%"
"2014-08-06";"-99";"   583 (   438,    729)";"  23 (  16,   30)";"   3487 (  2560,    4415)";"  122 (   87,   158)";"  1410 (  1002,   1819)";"   911 (   624,   1198)";"  163 (  110,   217)";"  269 (  196,   342)";"  484 (  352,    615)";"40%"
"2014-08-05";"-100";"   561 (   422,    699)";"  22 (  15,   29)";"   3365 (  2472,    4258)";"  120 (   84,   155)";"  1379 (   975,   1784)";"   890 (   606,   1174)";"  159 (  106,   211)";"  262 (  190,   334)";"  472 (  342,    602)";"40%"
"2014-08-04";"-101";"   538 (   407,    670)";"  22 (  15,   29)";"   3245 (  2387,    4104)";"  117 (   82,   152)";"  1349 (   948,   1750)";"   869 (   589,   1150)";"  154 (  103,   205)";"  256 (  185,   327)";"  461 (  332,    589)";"40%"
"2014-08-03";"-102";"   516 (   392,    641)";"  21 (  14,   28)";"   3128 (  2304,    3952)";"  115 (   80,   149)";"  1320 (   922,   1717)";"   849 (   572,   1126)";"  149 (  100,   199)";"  250 (  179,   320)";"  449 (  323,    576)";"40%"
"2014-08-02";"-103";"   495 (   377,    613)";"  21 (  14,   28)";"   3014 (  2223,    3804)";"  112 (   78,   147)";"  1291 (   897,   1686)";"   829 (   556,   1102)";"  145 (   96,   193)";"  243 (  174,   313)";"  438 (  313,    563)";"40%"
"2014-08-01";"-104";"   475 (   363,    586)";"  20 (  13,   27)";"   2902 (  2145,    3658)";"  110 (   75,   144)";"  1264 (   872,   1655)";"   809 (   539,   1079)";"  140 (   93,   187)";"  237 (  169,   306)";"  427 (  304,    550)";"40%"
