"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-07-13";"-123";"  389 (  297,    482)";" 13 (  10,   17)";"  2246 (  1792,   2701)";"  79 (   55,   103)";"  918 (   639,   1198)";"  541 (   409,   674)";"  92 (   74,   111)";"  158 (  125,   192)";"  285 (  225,   346)";"40%"
"2014-07-12";"-124";"  376 (  284,    468)";" 13 (  10,   16)";"  2167 (  1718,   2616)";"  76 (   54,    98)";"  885 (   624,   1146)";"  522 (   398,   646)";"  89 (   71,   107)";"  153 (  122,   184)";"  275 (  219,   331)";"40%"
"2014-07-11";"-125";"  363 (  271,    454)";" 13 (  10,   15)";"  2091 (  1646,   2535)";"  74 (   53,    94)";"  854 (   610,   1097)";"  504 (   388,   620)";"  86 (   69,   103)";"  147 (  118,   177)";"  265 (  213,   318)";"40%"
"2014-07-10";"-126";"  350 (  259,    441)";" 12 (   9,   15)";"  2017 (  1577,   2458)";"  71 (   52,    90)";"  823 (   596,   1051)";"  486 (   377,   594)";"  83 (   67,    99)";"  142 (  115,   170)";"  256 (  206,   305)";"40%"
"2014-07-09";"-127";"  338 (  248,    429)";" 12 (   9,   14)";"  1946 (  1509,   2384)";"  68 (   50,    86)";"  794 (   581,   1006)";"  469 (   367,   570)";"  80 (   65,    95)";"  137 (  111,   163)";"  247 (  200,   293)";"40%"
"2014-07-08";"-128";"  326 (  237,    416)";" 11 (   9,   14)";"  1878 (  1444,   2312)";"  66 (   49,    83)";"  765 (   567,    964)";"  452 (   356,   548)";"  77 (   62,    92)";"  132 (  108,   156)";"  238 (  195,   282)";"40%"
"2014-07-07";"-129";"  315 (  226,    405)";" 11 (   9,   13)";"  1812 (  1380,   2244)";"  64 (   48,    79)";"  738 (   553,    923)";"  436 (   346,   526)";"  74 (   60,    89)";"  128 (  105,   150)";"  230 (  189,   271)";"40%"
"2014-07-06";"-130";"  304 (  216,    393)";" 10 (   8,   13)";"  1748 (  1319,   2178)";"  61 (   47,    76)";"  712 (   539,    885)";"  421 (   336,   506)";"  72 (   58,    86)";"  123 (  102,   145)";"  222 (  183,   260)";"40%"
"2014-07-05";"-131";"  294 (  206,    382)";" 10 (   8,   12)";"  1687 (  1260,   2114)";"  59 (   45,    73)";"  687 (   525,    848)";"  406 (   325,   486)";"  69 (   56,    83)";"  119 (   98,   139)";"  214 (  177,   250)";"40%"
"2014-07-04";"-132";"  284 (  196,    371)";" 10 (   8,   12)";"  1628 (  1204,   2052)";"  57 (   44,    70)";"  662 (   511,    814)";"  391 (   315,   468)";"  67 (   54,    80)";"  115 (   95,   134)";"  206 (  171,   241)";"40%"
"2014-07-03";"-133";"  274 (  187,    361)";"  9 (   8,   11)";"  1571 (  1149,   1993)";"  55 (   43,    67)";"  639 (   497,    780)";"  378 (   305,   450)";"  65 (   52,    77)";"  111 (   92,   129)";"  199 (  166,   232)";"40%"
"2014-07-02";"-134";"  265 (  179,    351)";"  9 (   7,   11)";"  1516 (  1096,   1936)";"  53 (   42,    64)";"  616 (   483,    749)";"  364 (   295,   434)";"  62 (   50,    75)";"  107 (   89,   124)";"  192 (  160,   224)";"40%"
"2014-07-01";"-135";"  256 (  170,    341)";"  9 (   7,   10)";"  1463 (  1046,   1880)";"  51 (   41,    62)";"  594 (   469,    719)";"  351 (   285,   418)";"  60 (   48,    72)";"  103 (   86,   120)";"  185 (  155,   216)";"40%"
"2014-06-30";"-136";"  247 (  163,    331)";"  8 (   7,   10)";"  1412 (   997,   1826)";"  49 (   39,    59)";"  573 (   455,    691)";"  339 (   275,   404)";"  58 (   46,    70)";"   99 (   83,   116)";"  179 (  149,   208)";"40%"
"2014-06-29";"-137";"  238 (  155,    322)";"  8 (   7,   10)";"  1362 (   951,   1774)";"  48 (   38,    57)";"  553 (   442,    664)";"  327 (   265,   390)";"  56 (   44,    68)";"   96 (   80,   112)";"  172 (  144,   201)";"40%"
"2014-06-28";"-138";"  230 (  148,    313)";"  8 (   6,    9)";"  1315 (   906,   1723)";"  46 (   37,    55)";"  533 (   428,    639)";"  316 (   255,   377)";"  54 (   42,    66)";"   92 (   77,   108)";"  166 (  139,   194)";"40%"
"2014-06-27";"-139";"  222 (  141,    304)";"  8 (   6,    9)";"  1269 (   863,   1674)";"  44 (   36,    53)";"  515 (   414,    615)";"  305 (   245,   364)";"  52 (   40,    64)";"   89 (   74,   104)";"  161 (  133,   188)";"40%"
"2014-06-26";"-140";"  215 (  134,    296)";"  7 (   6,    9)";"  1224 (   823,   1626)";"  43 (   35,    51)";"  496 (   401,    592)";"  294 (   236,   352)";"  50 (   39,    62)";"   86 (   71,   101)";"  155 (  128,   182)";"40%"
"2014-06-25";"-141";"  208 (  128,    287)";"  7 (   6,    8)";"  1182 (   783,   1580)";"  41 (   33,    49)";"  479 (   387,    571)";"  284 (   227,   341)";"  49 (   37,    60)";"   83 (   68,    98)";"  150 (  123,   176)";"40%"
"2014-06-24";"-142";"  200 (  122,    279)";"  7 (   5,    8)";"  1140 (   746,   1535)";"  40 (   32,    47)";"  462 (   374,    550)";"  274 (   217,   330)";"  47 (   35,    59)";"   80 (   66,    95)";"  144 (  118,   170)";"40%"
"2014-06-23";"-143";"  194 (  116,    271)";"  7 (   5,    8)";"  1101 (   710,   1491)";"  38 (   31,    46)";"  446 (   361,    531)";"  264 (   209,   320)";"  45 (   34,    57)";"   77 (   63,    92)";"  139 (  114,   165)";"40%"
"2014-06-22";"-144";"  187 (  111,    264)";"  6 (   5,    8)";"  1062 (   675,   1449)";"  37 (   30,    44)";"  430 (   348,    513)";"  255 (   200,   310)";"  44 (   32,    55)";"   75 (   61,    89)";"  134 (  109,   160)";"40%"
"2014-06-21";"-145";"  181 (  105,    256)";"  6 (   5,    8)";"  1025 (   643,   1407)";"  36 (   29,    43)";"  415 (   335,    495)";"  246 (   192,   301)";"  42 (   31,    54)";"   72 (   58,    86)";"  130 (  105,   155)";"40%"
"2014-06-20";"-146";"  175 (  100,    249)";"  6 (   5,    7)";"   989 (   611,   1367)";"  35 (   28,    41)";"  401 (   322,    479)";"  238 (   183,   292)";"  41 (   29,    52)";"   70 (   56,    83)";"  125 (  100,   150)";"40%"
"2014-06-19";"-147";"  169 (   96,    242)";"  6 (   4,    7)";"   955 (   581,   1328)";"  33 (   27,    40)";"  387 (   310,    464)";"  229 (   175,   283)";"  39 (   28,    51)";"   67 (   53,    81)";"  121 (   96,   146)";"40%"
"2014-06-18";"-148";"  163 (   91,    235)";"  6 (   4,    7)";"   921 (   553,   1290)";"  32 (   26,    39)";"  373 (   297,    449)";"  221 (   168,   275)";"  38 (   27,    49)";"   65 (   51,    79)";"  117 (   92,   142)";"40%"
"2014-06-17";"-149";"  158 (   87,    228)";"  5 (   4,    7)";"   889 (   525,   1253)";"  31 (   25,    38)";"  360 (   285,    435)";"  214 (   160,   267)";"  37 (   25,    48)";"   63 (   49,    76)";"  113 (   88,   137)";"40%"
"2014-06-16";"-150";"  152 (   83,    222)";"  5 (   4,    6)";"   858 (   499,   1217)";"  30 (   24,    36)";"  348 (   274,    421)";"  206 (   153,   260)";"  35 (   24,    47)";"   60 (   47,    74)";"  109 (   84,   133)";"40%"
"2014-06-15";"-151";"  147 (   79,    215)";"  5 (   4,    6)";"   828 (   474,   1182)";"  29 (   23,    35)";"  335 (   262,    409)";"  199 (   146,   252)";"  34 (   23,    45)";"   58 (   45,    72)";"  105 (   81,   130)";"40%"
"2014-06-14";"-152";"  142 (   75,    209)";"  5 (   3,    6)";"   799 (   451,   1148)";"  28 (   22,    34)";"  324 (   251,    396)";"  192 (   139,   245)";"  33 (   22,    44)";"   56 (   43,    70)";"  101 (   77,   126)";"40%"
"2014-06-13";"-153";"  137 (   71,    203)";"  5 (   3,    6)";"   771 (   428,   1115)";"  27 (   21,    33)";"  313 (   240,    385)";"  186 (   133,   239)";"  32 (   21,    43)";"   54 (   41,    68)";"   98 (   74,   122)";"40%"
"2014-06-12";"-154";"  133 (   68,    197)";"  4 (   3,    6)";"   745 (   406,   1083)";"  26 (   20,    32)";"  302 (   230,    373)";"  179 (   127,   232)";"  31 (   20,    42)";"   53 (   39,    66)";"   95 (   70,   119)";"40%"
"2014-06-11";"-155";"  128 (   65,    192)";"  4 (   3,    6)";"   719 (   386,   1051)";"  25 (   19,    31)";"  291 (   220,    363)";"  173 (   121,   226)";"  30 (   19,    41)";"   51 (   37,    64)";"   91 (   67,   115)";"40%"
"2014-06-10";"-156";"  124 (   62,    186)";"  4 (   3,    5)";"   693 (   366,   1021)";"  24 (   18,    30)";"  281 (   210,    352)";"  167 (   115,   219)";"  29 (   18,    40)";"   49 (   36,    62)";"   88 (   64,   112)";"40%"
"2014-06-09";"-157";"  120 (   59,    181)";"  4 (   3,    5)";"   669 (   347,    991)";"  23 (   17,    30)";"  271 (   201,    342)";"  161 (   110,   213)";"  28 (   17,    39)";"   47 (   34,    61)";"   85 (   61,   109)";"40%"
"2014-06-08";"-158";"  116 (   56,    176)";"  4 (   3,    5)";"   646 (   330,    962)";"  23 (   16,    29)";"  262 (   191,    333)";"  156 (   104,   208)";"  27 (   16,    38)";"   46 (   32,    59)";"   82 (   58,   106)";"40%"
"2014-06-07";"-159";"  112 (   53,    170)";"  4 (   2,    5)";"   623 (   313,    934)";"  22 (   16,    28)";"  253 (   183,    323)";"  151 (    99,   202)";"  26 (   15,    37)";"   44 (   31,    57)";"   79 (   56,   103)";"40%"
"2014-06-06";"-160";"  108 (   51,    166)";"  4 (   2,    5)";"   601 (   296,    906)";"  21 (   15,    27)";"  244 (   174,    314)";"  145 (    94,   197)";"  25 (   14,    36)";"   43 (   30,    56)";"   77 (   53,   100)";"40%"
"2014-06-05";"-161";"  105 (   48,    161)";"  3 (   2,    5)";"   580 (   281,    880)";"  20 (   14,    26)";"  236 (   166,    306)";"  140 (    90,   191)";"  24 (   14,    35)";"   41 (   28,    54)";"   74 (   51,    97)";"40%"
"2014-06-04";"-162";"  101 (   46,    156)";"  3 (   2,    5)";"   560 (   266,    854)";"  20 (   14,    26)";"  228 (   158,    297)";"  136 (    85,   186)";"  23 (   13,    34)";"   40 (   27,    53)";"   72 (   48,    95)";"40%"
"2014-06-03";"-163";"   98 (   44,    151)";"  3 (   2,    5)";"   540 (   252,    828)";"  19 (   13,    25)";"  220 (   151,    289)";"  131 (    81,   181)";"  23 (   12,    33)";"   38 (   26,    51)";"   69 (   46,    92)";"40%"
"2014-06-02";"-164";"   94 (   42,    147)";"  3 (   2,    4)";"   521 (   239,    804)";"  18 (   12,    24)";"  212 (   143,    281)";"  127 (    77,   176)";"  22 (   12,    32)";"   37 (   24,    50)";"   67 (   44,    90)";"40%"
"2014-06-01";"-165";"   91 (   40,    143)";"  3 (   2,    4)";"   503 (   227,    780)";"  18 (   12,    24)";"  205 (   137,    274)";"  122 (    73,   171)";"  21 (   11,    31)";"   36 (   23,    48)";"   65 (   42,    87)";"40%"
"2014-05-31";"-166";"   88 (   38,    138)";"  3 (   2,    4)";"   485 (   215,    756)";"  17 (   11,    23)";"  198 (   130,    266)";"  118 (    69,   167)";"  20 (   10,    30)";"   35 (   22,    47)";"   62 (   40,    85)";"40%"
"2014-05-30";"-167";"   85 (   36,    134)";"  3 (   2,    4)";"   468 (   203,    733)";"  16 (   11,    22)";"  191 (   124,    259)";"  114 (    66,   162)";"  20 (   10,    29)";"   33 (   21,    46)";"   60 (   38,    82)";"40%"
"2014-05-29";"-168";"   82 (   35,    130)";"  3 (   2,    4)";"   452 (   192,    711)";"  16 (   10,    22)";"  185 (   117,    252)";"  110 (    62,   158)";"  19 (    9,    29)";"   32 (   20,    45)";"   58 (   36,    80)";"40%"
"2014-05-28";"-169";"   80 (   33,    126)";"  3 (   1,    4)";"   436 (   182,    690)";"  15 (   10,    21)";"  178 (   112,    245)";"  106 (    59,   154)";"  18 (    9,    28)";"   31 (   19,    43)";"   56 (   34,    78)";"40%"
"2014-05-27";"-170";"   77 (   31,    123)";"  3 (   1,    4)";"   421 (   172,    669)";"  15 (    9,    21)";"  172 (   106,    239)";"  103 (    56,   150)";"  18 (    8,    27)";"   30 (   18,    42)";"   54 (   33,    76)";"40%"
"2014-05-26";"-171";"   74 (   30,    119)";"  2 (   1,    4)";"   406 (   163,    648)";"  14 (    9,    20)";"  166 (   101,    232)";"   99 (    53,   146)";"  17 (    8,    26)";"   29 (   17,    41)";"   52 (   31,    74)";"40%"
"2014-05-25";"-172";"   72 (   29,    115)";"  2 (   1,    4)";"   391 (   154,    628)";"  14 (    8,    20)";"  161 (    96,    226)";"   96 (    50,   142)";"  17 (    7,    26)";"   28 (   16,    40)";"   51 (   30,    72)";"40%"
"2014-05-24";"-173";"   70 (   27,    112)";"  2 (   1,    3)";"   378 (   146,    609)";"  13 (    8,    19)";"  155 (    91,    220)";"   93 (    48,   138)";"  16 (    7,    25)";"   27 (   16,    39)";"   49 (   28,    70)";"40%"
"2014-05-23";"-174";"   67 (   26,    108)";"  2 (   1,    3)";"   364 (   138,    590)";"  13 (    7,    19)";"  150 (    86,    214)";"   90 (    45,   134)";"  15 (    7,    24)";"   26 (   15,    38)";"   47 (   27,    68)";"40%"
"2014-05-22";"-175";"   65 (   25,    105)";"  2 (   1,    3)";"   351 (   131,    572)";"  12 (    7,    18)";"  145 (    82,    208)";"   87 (    42,   131)";"  15 (    6,    24)";"   25 (   14,    37)";"   46 (   25,    66)";"40%"
"2014-05-21";"-176";"   63 (   24,    102)";"  2 (   1,    3)";"   339 (   124,    554)";"  12 (    7,    18)";"  140 (    77,    203)";"   84 (    40,   127)";"  14 (    6,    23)";"   25 (   13,    36)";"   44 (   24,    64)";"40%"
"2014-05-20";"-177";"   61 (   23,     99)";"  2 (   1,    3)";"   327 (   117,    536)";"  12 (    6,    17)";"  135 (    73,    197)";"   81 (    38,   124)";"  14 (    6,    22)";"   24 (   13,    35)";"   43 (   23,    62)";"40%"
"2014-05-19";"-178";"   59 (   22,     96)";"  2 (   1,    3)";"   315 (   111,    519)";"  11 (    6,    17)";"  131 (    69,    192)";"   78 (    36,   121)";"  14 (    5,    22)";"   23 (   12,    34)";"   41 (   22,    61)";"40%"
"2014-05-18";"-179";"   57 (   21,     93)";"  2 (   1,    3)";"   304 (   104,    503)";"  11 (    6,    16)";"  126 (    66,    187)";"   76 (    34,   117)";"  13 (    5,    21)";"   22 (   12,    33)";"   40 (   21,    59)";"40%"
"2014-05-17";"-180";"   55 (   20,     90)";"  2 (   1,    3)";"   293 (    99,    487)";"  11 (    5,    16)";"  122 (    62,    182)";"   73 (    32,   114)";"  13 (    5,    21)";"   21 (   11,    32)";"   39 (   20,    57)";"40%"
"2014-05-16";"-181";"   53 (   19,     87)";"  2 (   1,    3)";"   282 (    93,    471)";"  10 (    5,    15)";"  118 (    59,    177)";"   71 (    30,   111)";"  12 (    4,    20)";"   21 (   10,    31)";"   37 (   19,    56)";"40%"
"2014-05-15";"-182";"   51 (   18,     84)";"  2 (   1,    3)";"   272 (    88,    456)";"  10 (    5,    15)";"  114 (    56,    172)";"   68 (    28,   108)";"  12 (    4,    20)";"   20 (   10,    30)";"   36 (   18,    54)";"40%"
"2014-05-14";"-183";"   50 (   18,     82)";"  2 (   1,    3)";"   262 (    83,    441)";"   9 (    4,    15)";"  110 (    53,    168)";"   66 (    27,   105)";"  11 (    4,    19)";"   19 (    9,    29)";"   35 (   17,    53)";"40%"
"2014-05-13";"-184";"   48 (   17,     79)";"  2 (   1,    3)";"   253 (    79,    427)";"   9 (    4,    14)";"  106 (    50,    163)";"   64 (    25,   103)";"  11 (    3,    19)";"   19 (    9,    29)";"   34 (   16,    51)";"40%"
"2014-05-12";"-185";"   46 (   16,     77)";"  2 (   1,    2)";"   244 (    75,    413)";"   9 (    4,    14)";"  103 (    47,    159)";"   62 (    23,   100)";"  11 (    3,    18)";"   18 (    8,    28)";"   33 (   15,    50)";"40%"
"2014-05-11";"-186";"   45 (   16,     74)";"  1 (   1,    2)";"   235 (    70,    399)";"   9 (    4,    13)";"   99 (    44,    155)";"   60 (    22,    97)";"  10 (    3,    18)";"   17 (    8,    27)";"   31 (   14,    49)";"40%"
"2014-05-10";"-187";"   43 (   15,     72)";"  1 (   1,    2)";"   226 (    67,    386)";"   8 (    4,    13)";"   96 (    42,    151)";"   58 (    21,    95)";"  10 (    3,    17)";"   17 (    7,    26)";"   30 (   13,    47)";"40%"
"2014-05-09";"-188";"   42 (   15,     69)";"  1 (   0,    2)";"   218 (    63,    373)";"   8 (    3,    13)";"   93 (    39,    147)";"   56 (    19,    92)";"  10 (    3,    17)";"   16 (    7,    26)";"   29 (   13,    46)";"40%"
"2014-05-08";"-189";"   41 (   14,     67)";"  1 (   0,    2)";"   210 (    60,    360)";"   8 (    3,    12)";"   90 (    37,    143)";"   54 (    18,    90)";"   9 (    2,    16)";"   16 (    7,    25)";"   28 (   12,    45)";"40%"
"2014-05-07";"-190";"   39 (   13,     65)";"  1 (   0,    2)";"   202 (    56,    348)";"   7 (    3,    12)";"   87 (    35,    139)";"   52 (    17,    87)";"   9 (    2,    16)";"   15 (    6,    24)";"   27 (   11,    44)";"40%"
"2014-05-06";"-191";"   38 (   13,     63)";"  1 (   0,    2)";"   195 (    53,    336)";"   7 (    3,    12)";"   84 (    33,    135)";"   50 (    16,    85)";"   9 (    2,    15)";"   15 (    6,    24)";"   27 (   11,    42)";"40%"
"2014-05-05";"-192";"   37 (   13,     61)";"  1 (   0,    2)";"   187 (    50,    324)";"   7 (    3,    11)";"   81 (    31,    132)";"   49 (    15,    83)";"   8 (    2,    15)";"   14 (    6,    23)";"   26 (   10,    41)";"40%"
"2014-05-04";"-193";"   36 (   12,     59)";"  1 (   0,    2)";"   180 (    48,    313)";"   7 (    2,    11)";"   78 (    29,    128)";"   47 (    14,    80)";"   8 (    2,    15)";"   14 (    5,    22)";"   25 (   10,    40)";"40%"
"2014-05-03";"-194";"   34 (   12,     57)";"  1 (   0,    2)";"   174 (    45,    302)";"   7 (    2,    11)";"   76 (    27,    125)";"   46 (    13,    78)";"   8 (    2,    14)";"   13 (    5,    22)";"   24 (    9,    39)";"40%"
"2014-05-02";"-195";"   33 (   11,     55)";"  1 (   0,    2)";"   167 (    43,    291)";"   6 (    2,    10)";"   73 (    25,    121)";"   44 (    12,    76)";"   8 (    1,    14)";"   13 (    5,    21)";"   23 (    9,    38)";"40%"
"2014-05-01";"-196";"   32 (   11,     53)";"  1 (   0,    2)";"   161 (    41,    281)";"   6 (    2,    10)";"   71 (    24,    118)";"   43 (    11,    74)";"   7 (    1,    13)";"   12 (    4,    21)";"   22 (    8,    37)";"40%"
"2014-04-30";"-197";"   31 (   11,     52)";"  1 (   0,    2)";"   155 (    39,    271)";"   6 (    2,    10)";"   68 (    22,    115)";"   41 (    10,    72)";"   7 (    1,    13)";"   12 (    4,    20)";"   22 (    8,    36)";"40%"
"2014-04-29";"-198";"   30 (   10,     50)";"  1 (   0,    2)";"   149 (    37,    261)";"   6 (    2,    10)";"   66 (    21,    112)";"   40 (     9,    70)";"   7 (    1,    13)";"   12 (    4,    19)";"   21 (    7,    35)";"40%"
