"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC target of 25% cases in ETC";"Beds for CDC target of 45% cases in reduced transmission";"Reporting (treatment) quotient"
"2015-05-06";"156";"38446 (23263, 53630)";"340 (109, 572)";"184330 (107693, 260968)";"1614 (483, 2745)";"18468 (5501, 31435)";"13498 (4316, 22679)";"2846 (974, 4718)";"4086 (1743, 6429)";"7355 (3138, 11571)";"40%"
"2015-05-05";"155";"38106 (23154, 53058)";"338 (109, 566)";"182716 (107210, 258223)";"1602 (483, 2721)";"18331 (5507, 31155)";"13397 (4319, 22474)";"2825 (975, 4674)";"4055 (1739, 6371)";"7300 (3131, 11469)";"40%"
"2015-05-04";"154";"37768 (23044, 52492)";"335 (109, 561)";"181114 (106726, 255503)";"1590 (484, 2696)";"18195 (5512, 30877)";"13296 (4322, 22271)";"2803 (975, 4632)";"4025 (1735, 6315)";"7245 (3123, 11366)";"40%"
"2015-05-03";"153";"37433 (22934, 51931)";"333 (110, 556)";"179524 (106241, 252807)";"1578 (484, 2672)";"18059 (5517, 30601)";"13197 (4324, 22069)";"2782 (975, 4589)";"3995 (1731, 6258)";"7190 (3116, 11265)";"40%"
"2015-05-02";"152";"37100 (22825, 51375)";"330 (110, 551)";"177946 (105756, 250136)";"1566 (485, 2648)";"17924 (5522, 30327)";"13097 (4327, 21868)";"2761 (976, 4547)";"3965 (1727, 6202)";"7136 (3109, 11164)";"40%"
"2015-05-01";"151";"36770 (22715, 50824)";"328 (110, 546)";"176380 (105271, 247488)";"1555 (485, 2624)";"17791 (5527, 30054)";"12999 (4329, 21669)";"2740 (976, 4505)";"3935 (1723, 6147)";"7083 (3101, 11064)";"40%"
"2015-04-30";"150";"36442 (22605, 50278)";"325 (110, 541)";"174825 (104785, 244865)";"1543 (485, 2601)";"17658 (5532, 29784)";"12901 (4331, 21472)";"2720 (976, 4463)";"3905 (1719, 6092)";"7029 (3094, 10965)";"40%"
"2015-04-29";"149";"36116 (22496, 49737)";"323 (110, 536)";"173282 (104299, 242264)";"1532 (486, 2577)";"17526 (5536, 29516)";"12804 (4333, 21276)";"2699 (976, 4422)";"3876 (1715, 6037)";"6976 (3086, 10867)";"40%"
"2015-04-28";"148";"35793 (22386, 49201)";"321 (110, 531)";"171750 (103813, 239688)";"1520 (486, 2554)";"17395 (5540, 29249)";"12708 (4335, 21081)";"2679 (976, 4381)";"3847 (1711, 5983)";"6924 (3079, 10769)";"40%"
"2015-04-27";"147";"35473 (22276, 48670)";"318 (110, 526)";"170230 (103326, 237134)";"1509 (486, 2531)";"17265 (5544, 28985)";"12612 (4336, 20888)";"2658 (976, 4340)";"3818 (1706, 5929)";"6872 (3071, 10672)";"40%"
"2015-04-26";"146";"35155 (22166, 48144)";"316 (110, 522)";"168721 (102839, 234604)";"1497 (487, 2508)";"17135 (5548, 28723)";"12517 (4338, 20696)";"2638 (976, 4300)";"3789 (1702, 5875)";"6820 (3064, 10576)";"40%"
"2015-04-25";"145";"34839 (22056, 47622)";"313 (110, 517)";"167224 (102351, 232096)";"1486 (487, 2485)";"17007 (5551, 28462)";"12423 (4339, 20506)";"2618 (976, 4260)";"3760 (1698, 5822)";"6768 (3057, 10480)";"40%"
"2015-04-24";"144";"34526 (21946, 47106)";"311 (110, 512)";"165738 (101863, 229612)";"1475 (487, 2463)";"16879 (5555, 28204)";"12329 (4340, 20317)";"2598 (976, 4220)";"3732 (1694, 5770)";"6717 (3049, 10385)";"40%"
"2015-04-23";"143";"34215 (21836, 46594)";"309 (110, 507)";"164262 (101375, 227150)";"1464 (488, 2440)";"16752 (5558, 27947)";"12236 (4341, 20130)";"2578 (976, 4181)";"3704 (1690, 5717)";"6666 (3042, 10291)";"40%"
"2015-04-22";"142";"33906 (21726, 46087)";"306 (110, 503)";"162799 (100887, 224710)";"1453 (488, 2418)";"16626 (5560, 27692)";"12143 (4342, 19944)";"2559 (976, 4142)";"3675 (1686, 5665)";"6616 (3034, 10198)";"40%"
"2015-04-21";"141";"33600 (21616, 45584)";"304 (110, 498)";"161346 (100398, 222293)";"1442 (488, 2396)";"16501 (5563, 27439)";"12051 (4343, 19759)";"2539 (976, 4103)";"3648 (1681, 5614)";"6566 (3026, 10105)";"40%"
"2015-04-20";"140";"33296 (21505, 45086)";"302 (110, 493)";"159904 ( 99910, 219897)";"1431 (488, 2374)";"16377 (5566, 27188)";"11960 (4344, 19576)";"2520 (976, 4064)";"3620 (1677, 5563)";"6516 (3019, 10013)";"40%"
"2015-04-19";"139";"32994 (21395, 44593)";"299 (110, 489)";"158472 ( 99421, 217524)";"1420 (488, 2352)";"16254 (5568, 26939)";"11869 (4344, 19395)";"2501 (976, 4026)";"3593 (1673, 5512)";"6467 (3011,  9922)";"40%"
"2015-04-18";"138";"32695 (21285, 44104)";"297 (110, 484)";"157052 ( 98932, 215172)";"1410 (489, 2331)";"16131 (5570, 26692)";"11779 (4344, 19214)";"2482 (976, 3988)";"3565 (1669, 5462)";"6418 (3004,  9831)";"40%"
"2015-04-17";"137";"32398 (21175, 43620)";"295 (110, 480)";"155642 ( 98442, 212842)";"1399 (489, 2309)";"16009 (5572, 26447)";"11690 (4344, 19035)";"2463 (975, 3951)";"3538 (1665, 5412)";"6369 (2996,  9741)";"40%"
"2015-04-16";"136";"32103 (21065, 43141)";"293 (110, 475)";"154243 ( 97953, 210534)";"1388 (489, 2288)";"15888 (5573, 26203)";"11601 (4344, 18858)";"2444 (975, 3913)";"3511 (1660, 5362)";"6320 (2989,  9652)";"40%"
"2015-04-15";"135";"31810 (20955, 42666)";"290 (110, 471)";"152855 ( 97463, 208247)";"1378 (489, 2267)";"15768 (5575, 25962)";"11513 (4344, 18682)";"2425 (975, 3876)";"3485 (1656, 5313)";"6272 (2981,  9564)";"40%"
"2015-04-14";"134";"31520 (20845, 42195)";"288 (110, 466)";"151477 ( 96974, 205980)";"1368 (489, 2246)";"15649 (5576, 25722)";"11425 (4344, 18507)";"2407 (974, 3840)";"3458 (1652, 5264)";"6225 (2973,  9476)";"40%"
"2015-04-13";"133";"31232 (20735, 41729)";"286 (110, 462)";"150109 ( 96484, 203735)";"1357 (489, 2225)";"15530 (5577, 25484)";"11339 (4343, 18334)";"2389 (974, 3803)";"3432 (1648, 5216)";"6177 (2966,  9389)";"40%"
"2015-04-12";"132";"30946 (20625, 41267)";"284 (110, 458)";"148752 ( 95994, 201511)";"1347 (489, 2204)";"15413 (5578, 25248)";"11252 (4343, 18162)";"2370 (974, 3767)";"3406 (1643, 5168)";"6130 (2958,  9302)";"40%"
"2015-04-11";"131";"30662 (20515, 40810)";"282 (110, 453)";"147405 ( 95504, 199307)";"1337 (489, 2184)";"15296 (5578, 25014)";"11167 (4342, 17991)";"2352 (973, 3731)";"3380 (1639, 5120)";"6083 (2950,  9217)";"40%"
"2015-04-10";"130";"30380 (20404, 40356)";"279 (110, 449)";"146069 ( 95014, 197124)";"1327 (489, 2164)";"15180 (5579, 24781)";"11081 (4341, 17822)";"2334 (973, 3696)";"3354 (1635, 5073)";"6037 (2943,  9131)";"40%"
"2015-04-09";"129";"30101 (20294, 39907)";"277 (110, 445)";"144742 ( 94524, 194961)";"1316 (489, 2144)";"15065 (5579, 24551)";"10997 (4340, 17654)";"2316 (972, 3660)";"3328 (1631, 5026)";"5991 (2935,  9047)";"40%"
"2015-04-08";"128";"29824 (20184, 39463)";"275 (110, 441)";"143426 ( 94034, 192818)";"1306 (489, 2124)";"14950 (5579, 24322)";"10913 (4339, 17487)";"2299 (972, 3625)";"3303 (1626, 4980)";"5945 (2927,  8963)";"40%"
"2015-04-07";"127";"29548 (20074, 39022)";"273 (110, 436)";"142119 ( 93544, 190695)";"1297 (489, 2104)";"14837 (5579, 24095)";"10830 (4338, 17322)";"2281 (971, 3591)";"3278 (1622, 4933)";"5900 (2920,  8880)";"40%"
"2015-04-06";"126";"29275 (19965, 38586)";"271 (110, 432)";"140823 ( 93054, 188592)";"1287 (489, 2084)";"14724 (5579, 23869)";"10747 (4336, 17158)";"2264 (971, 3556)";"3253 (1618, 4888)";"5855 (2912,  8798)";"40%"
"2015-04-05";"125";"29004 (19855, 38154)";"269 (110, 428)";"139536 ( 92564, 186508)";"1277 (489, 2064)";"14612 (5578, 23646)";"10665 (4335, 16995)";"2246 (970, 3522)";"3228 (1613, 4842)";"5810 (2904,  8716)";"40%"
"2015-04-04";"124";"28735 (19745, 37726)";"267 (110, 424)";"138259 ( 92074, 184444)";"1267 (489, 2045)";"14501 (5578, 23424)";"10583 (4333, 16834)";"2229 (969, 3488)";"3203 (1609, 4797)";"5766 (2896,  8635)";"40%"
"2015-04-03";"123";"28468 (19635, 37302)";"265 (110, 420)";"136992 ( 91584, 182400)";"1257 (489, 2026)";"14390 (5577, 23204)";"10503 (4331, 16674)";"2212 (969, 3455)";"3179 (1605, 4752)";"5721 (2889,  8554)";"40%"
"2015-04-02";"122";"28203 (19525, 36882)";"263 (110, 416)";"135735 ( 91095, 180375)";"1248 (489, 2007)";"14281 (5576, 22986)";"10422 (4329, 16515)";"2195 (968, 3422)";"3154 (1600, 4708)";"5678 (2881,  8474)";"40%"
"2015-04-01";"121";"27941 (19416, 36466)";"261 (110, 412)";"134487 ( 90605, 178369)";"1238 (489, 1988)";"14172 (5574, 22769)";"10342 (4327, 16358)";"2178 (967, 3389)";"3130 (1596, 4664)";"5634 (2873,  8395)";"40%"
"2015-03-31";"120";"27680 (19306, 36054)";"259 (109, 408)";"133248 ( 90115, 176381)";"1229 (489, 1969)";"14064 (5573, 22554)";"10263 (4325, 16201)";"2161 (967, 3356)";"3106 (1592, 4620)";"5591 (2865,  8317)";"40%"
"2015-03-30";"119";"27421 (19196, 35645)";"257 (109, 404)";"132019 ( 89626, 174413)";"1220 (489, 1950)";"13956 (5571, 22341)";"10184 (4323, 16046)";"2145 (966, 3323)";"3082 (1587, 4577)";"5548 (2857,  8239)";"40%"
"2015-03-29";"118";"27164 (19087, 35241)";"255 (109, 400)";"130800 ( 89137, 172463)";"1210 (488, 1932)";"13850 (5570, 22129)";"10106 (4320, 15893)";"2128 (965, 3291)";"3059 (1583, 4534)";"5506 (2850,  8161)";"40%"
"2015-03-28";"117";"26909 (18977, 34841)";"253 (109, 397)";"129590 ( 88648, 170532)";"1201 (488, 1914)";"13744 (5568, 21920)";"10029 (4318, 15740)";"2112 (964, 3259)";"3035 (1579, 4492)";"5463 (2842,  8085)";"40%"
"2015-03-27";"116";"26656 (18868, 34445)";"251 (109, 393)";"128389 ( 88159, 168619)";"1192 (488, 1895)";"13639 (5566, 21712)";" 9952 (4315, 15589)";"2096 (963, 3228)";"3012 (1574, 4449)";"5421 (2834,  8009)";"40%"
"2015-03-26";"115";"26405 (18758, 34052)";"249 (109, 389)";"127197 ( 87670, 166724)";"1183 (488, 1877)";"13534 (5564, 21505)";" 9876 (4312, 15439)";"2079 (963, 3196)";"2989 (1570, 4407)";"5380 (2826,  7933)";"40%"
"2015-03-25";"114";"26156 (18649, 33663)";"247 (109, 385)";"126014 ( 87182, 164847)";"1174 (488, 1860)";"13431 (5561, 21300)";" 9800 (4309, 15290)";"2063 (962, 3165)";"2966 (1566, 4366)";"5338 (2818,  7858)";"40%"
"2015-03-24";"113";"25909 (18540, 33278)";"245 (109, 382)";"124841 ( 86693, 162988)";"1165 (487, 1842)";"13328 (5559, 21097)";" 9724 (4306, 15143)";"2047 (961, 3134)";"2943 (1561, 4325)";"5297 (2811,  7784)";"40%"
"2015-03-23";"112";"25664 (18431, 32896)";"243 (109, 378)";"123676 ( 86205, 161147)";"1156 (487, 1824)";"13226 (5556, 20896)";" 9650 (4303, 14997)";"2032 (960, 3103)";"2920 (1557, 4284)";"5257 (2803,  7711)";"40%"
"2015-03-22";"111";"25420 (18322, 32519)";"241 (109, 374)";"122520 ( 85717, 159323)";"1147 (487, 1807)";"13124 (5553, 20696)";" 9576 (4300, 14851)";"2016 (959, 3073)";"2898 (1553, 4243)";"5216 (2795,  7638)";"40%"
"2015-03-21";"110";"25179 (18213, 32145)";"240 (109, 371)";"121373 ( 85230, 157517)";"1138 (487, 1789)";"13024 (5550, 20498)";" 9502 (4296, 14708)";"2001 (958, 3043)";"2876 (1548, 4203)";"5176 (2787,  7565)";"40%"
"2015-03-20";"109";"24939 (18104, 31774)";"238 (109, 367)";"120235 ( 84743, 155728)";"1129 (486, 1772)";"12924 (5547, 20301)";" 9429 (4293, 14565)";"1985 (957, 3013)";"2853 (1544, 4163)";"5136 (2779,  7493)";"40%"
"2015-03-19";"108";"24701 (17995, 31407)";"236 (109, 363)";"119106 ( 84256, 153957)";"1121 (486, 1755)";"12825 (5543, 20106)";" 9356 (4289, 14423)";"1970 (956, 2984)";"2831 (1540, 4123)";"5097 (2771,  7422)";"40%"
"2015-03-18";"107";"24465 (17887, 31044)";"234 (108, 360)";"117985 ( 83769, 152202)";"1112 (486, 1738)";"12726 (5540, 19913)";" 9284 (4285, 14283)";"1955 (955, 2954)";"2810 (1535, 4084)";"5057 (2763,  7351)";"40%"
"2015-03-17";"106";"24231 (17778, 30685)";"232 (108, 356)";"116873 ( 83282, 150464)";"1104 (485, 1722)";"12629 (5536, 19721)";" 9213 (4281, 14144)";"1939 (954, 2925)";"2788 (1531, 4045)";"5018 (2756,  7281)";"40%"
"2015-03-16";"105";"23999 (17670, 30328)";"231 (108, 353)";"115770 ( 82796, 148743)";"1095 (485, 1705)";"12532 (5532, 19531)";" 9142 (4278, 14006)";"1925 (953, 2896)";"2767 (1526, 4007)";"4980 (2748,  7212)";"40%"
"2015-03-15";"104";"23768 (17561, 29976)";"229 (108, 349)";"114675 ( 82311, 147039)";"1087 (485, 1688)";"12435 (5528, 19342)";" 9071 (4273, 13869)";"1910 (952, 2868)";"2745 (1522, 3968)";"4941 (2740,  7143)";"40%"
"2015-03-14";"103";"23540 (17453, 29626)";"227 (108, 346)";"113588 ( 81825, 145351)";"1078 (484, 1672)";"12340 (5524, 19155)";" 9001 (4269, 13733)";"1895 (951, 2839)";"2724 (1518, 3930)";"4903 (2732,  7075)";"40%"
"2015-03-13";"102";"23313 (17345, 29280)";"225 (108, 343)";"112510 ( 81340, 143679)";"1070 (484, 1656)";"12245 (5520, 18970)";" 8932 (4265, 13599)";"1880 (949, 2811)";"2703 (1513, 3893)";"4865 (2724,  7007)";"40%"
"2015-03-12";"101";"23087 (17237, 28938)";"224 (108, 339)";"111440 ( 80856, 142024)";"1062 (484, 1640)";"12150 (5515, 18786)";" 8863 (4261, 13465)";"1866 (948, 2783)";"2682 (1509, 3855)";"4828 (2716,  6940)";"40%"
"2015-03-11";"100";"22864 (17129, 28599)";"222 (108, 336)";"110378 ( 80372, 140385)";"1054 (483, 1624)";"12057 (5511, 18603)";" 8795 (4256, 13333)";"1851 (947, 2756)";"2661 (1505, 3818)";"4791 (2708,  6873)";"40%"
"2015-03-10";"99";"22642 (17021, 28263)";"220 (108, 333)";"109325 ( 79888, 138762)";"1045 (483, 1608)";"11964 (5506, 18422)";" 8727 (4252, 13202)";"1837 (946, 2728)";"2641 (1500, 3782)";"4754 (2700,  6807)";"40%"
"2015-03-09";"98";"22422 (16913, 27931)";"218 (107, 329)";"108279 ( 79405, 137154)";"1037 (482, 1592)";"11872 (5501, 18243)";" 8659 (4247, 13072)";"1823 (945, 2701)";"2621 (1496, 3745)";"4717 (2692,  6742)";"40%"
"2015-03-08";"97";"22204 (16806, 27601)";"217 (107, 326)";"107242 ( 78922, 135562)";"1029 (482, 1577)";"11780 (5496, 18065)";" 8593 (4242, 12943)";"1809 (943, 2674)";"2600 (1491, 3709)";"4681 (2685,  6677)";"40%"
"2015-03-07";"96";"21987 (16698, 27275)";"215 (107, 323)";"106213 ( 78439, 133986)";"1021 (481, 1561)";"11690 (5491, 17888)";" 8526 (4237, 12815)";"1795 (942, 2647)";"2580 (1487, 3673)";"4644 (2677,  6612)";"40%"
"2015-03-06";"95";"21772 (16591, 26953)";"213 (107, 320)";"105191 ( 77957, 132425)";"1014 (481, 1546)";"11600 (5486, 17713)";" 8460 (4232, 12688)";"1781 (941, 2621)";"2560 (1483, 3638)";"4609 (2669,  6548)";"40%"
"2015-03-05";"94";"21558 (16484, 26633)";"212 (107, 316)";"104178 ( 77476, 130879)";"1006 (480, 1531)";"11510 (5480, 17540)";" 8395 (4227, 12563)";"1767 (939, 2595)";"2541 (1478, 3603)";"4573 (2661,  6485)";"40%"
"2015-03-04";"93";"21347 (16377, 26317)";"210 (107, 313)";"103172 ( 76995, 129349)";" 998 (480, 1516)";"11421 (5475, 17368)";" 8330 (4222, 12438)";"1753 (938, 2569)";"2521 (1474, 3568)";"4538 (2653,  6422)";"40%"
"2015-03-03";"92";"21137 (16270, 26004)";"208 (107, 310)";"102174 ( 76514, 127833)";" 990 (479, 1501)";"11333 (5469, 17197)";" 8266 (4217, 12315)";"1740 (937, 2543)";"2501 (1469, 3533)";"4502 (2645,  6360)";"40%"
"2015-03-02";"91";"20928 (16163, 25694)";"207 (107, 307)";"101183 ( 76034, 126333)";" 983 (479, 1486)";"11246 (5463, 17028)";" 8202 (4211, 12192)";"1726 (935, 2517)";"2482 (1465, 3499)";"4468 (2637,  6298)";"40%"
"2015-03-01";"90";"20721 (16056, 25387)";"205 (106, 304)";"100201 ( 75554, 124847)";" 975 (478, 1472)";"11159 (5457, 16860)";" 8138 (4206, 12071)";"1713 (934, 2492)";"2463 (1461, 3465)";"4433 (2629,  6237)";"40%"
"2015-02-28";"89";"20516 (15950, 25083)";"204 (106, 301)";" 99226 ( 75075, 123376)";" 968 (478, 1457)";"11073 (5451, 16694)";" 8075 (4200, 11950)";"1700 (933, 2467)";"2444 (1456, 3431)";"4399 (2621,  6176)";"40%"
"2015-02-27";"88";"20312 (15843, 24782)";"202 (106, 298)";" 98258 ( 74597, 121920)";" 960 (477, 1443)";"10987 (5445, 16529)";" 8013 (4195, 11831)";"1687 (931, 2442)";"2425 (1452, 3398)";"4365 (2613,  6116)";"40%"
"2015-02-26";"87";"20110 (15737, 24484)";"201 (106, 295)";" 97298 ( 74119, 120477)";" 953 (477, 1428)";"10902 (5439, 16366)";" 7951 (4189, 11713)";"1673 (930, 2417)";"2406 (1447, 3365)";"4331 (2605,  6057)";"40%"
"2015-02-25";"86";"19910 (15631, 24189)";"199 (106, 292)";" 96346 ( 73642, 119049)";" 945 (476, 1414)";"10818 (5432, 16204)";" 7889 (4183, 11596)";"1661 (928, 2393)";"2387 (1443, 3332)";"4297 (2597,  5997)";"40%"
"2015-02-24";"85";"19711 (15525, 23897)";"197 (106, 289)";" 95400 ( 73165, 117636)";" 938 (476, 1400)";"10734 (5426, 16043)";" 7828 (4177, 11479)";"1648 (927, 2368)";"2369 (1439, 3299)";"4264 (2590,  5939)";"40%"
"2015-02-23";"84";"19513 (15419, 23608)";"196 (106, 286)";" 94462 ( 72689, 116236)";" 931 (475, 1386)";"10651 (5419, 15884)";" 7768 (4171, 11364)";"1635 (925, 2344)";"2351 (1434, 3267)";"4231 (2582,  5881)";"40%"
"2015-02-22";"83";"19318 (15313, 23322)";"194 (105, 283)";" 93532 ( 72213, 114850)";" 924 (474, 1373)";"10569 (5412, 15726)";" 7708 (4165, 11250)";"1622 (924, 2321)";"2332 (1430, 3235)";"4198 (2574,  5823)";"40%"
"2015-02-21";"82";"19123 (15208, 23039)";"193 (105, 281)";" 92608 ( 71738, 113478)";" 916 (474, 1359)";"10487 (5405, 15569)";" 7648 (4159, 11137)";"1610 (922, 2297)";"2314 (1425, 3203)";"4166 (2566,  5766)";"40%"
"2015-02-20";"81";"18930 (15103, 22758)";"191 (105, 278)";" 91692 ( 71264, 112120)";" 909 (473, 1345)";"10406 (5398, 15414)";" 7589 (4153, 11024)";"1597 (921, 2274)";"2296 (1421, 3172)";"4134 (2558,  5709)";"40%"
"2015-02-19";"80";"18739 (14997, 22481)";"190 (105, 275)";" 90782 ( 70790, 110775)";" 902 (473, 1332)";"10326 (5391, 15260)";" 7530 (4147, 10913)";"1585 (919, 2250)";"2279 (1417, 3141)";"4102 (2550,  5653)";"40%"
"2015-02-18";"79";"18549 (14892, 22206)";"188 (105, 272)";" 89880 ( 70317, 109444)";" 895 (472, 1319)";"10246 (5384, 15108)";" 7472 (4140, 10803)";"1573 (918, 2227)";"2261 (1412, 3110)";"4070 (2542,  5598)";"40%"
"2015-02-17";"78";"18361 (14787, 21934)";"187 (105, 269)";" 88985 ( 69844, 108126)";" 888 (471, 1305)";"10166 (5376, 14957)";" 7414 (4134, 10693)";"1560 (916, 2205)";"2244 (1408, 3079)";"4038 (2534,  5542)";"40%"
"2015-02-16";"77";"18174 (14683, 21665)";"186 (104, 267)";" 88097 ( 69372, 106821)";" 881 (471, 1292)";"10088 (5369, 14807)";" 7356 (4127, 10585)";"1548 (914, 2182)";"2226 (1404, 3049)";"4007 (2526,  5488)";"40%"
"2015-02-15";"76";"17988 (14578, 21398)";"184 (104, 264)";" 87215 ( 68901, 105529)";" 875 (470, 1279)";"10010 (5361, 14658)";" 7299 (4121, 10478)";"1536 (913, 2160)";"2209 (1399, 3019)";"3976 (2518,  5434)";"40%"
"2015-02-14";"75";"17804 (14474, 21134)";"183 (104, 261)";" 86341 ( 68430, 104251)";" 868 (469, 1266)";" 9932 (5353, 14511)";" 7243 (4114, 10371)";"1524 (911, 2137)";"2192 (1395, 2989)";"3945 (2511,  5380)";"40%"
"2015-02-13";"74";"17621 (14370, 20873)";"181 (104, 259)";" 85473 ( 67961, 102985)";" 861 (469, 1254)";" 9855 (5345, 14365)";" 7187 (4107, 10266)";"1513 (910, 2115)";"2175 (1390, 2959)";"3915 (2503,  5327)";"40%"
"2015-02-12";"73";"17440 (14265, 20615)";"180 (104, 256)";" 84612 ( 67491, 101732)";" 854 (468, 1241)";" 9779 (5338, 14220)";" 7131 (4101, 10161)";"1501 (908, 2094)";"2158 (1386, 2930)";"3884 (2495,  5274)";"40%"
"2015-02-11";"72";"17260 (14162, 20359)";"178 (104, 253)";" 83757 ( 67023, 100491)";" 848 (467, 1229)";" 9703 (5330, 14076)";" 7076 (4094, 10058)";"1489 (906, 2072)";"2141 (1382, 2901)";"3854 (2487,  5221)";"40%"
"2015-02-10";"71";"17082 (14058, 20106)";"177 (103, 251)";" 82909 ( 66555,  99263)";" 841 (466, 1216)";" 9628 (5321, 13934)";" 7021 (4087,  9955)";"1478 (905, 2051)";"2125 (1377, 2872)";"3824 (2479,  5170)";"40%"
"2015-02-09";"70";"16905 (13954, 19855)";"176 (103, 248)";" 82068 ( 66088,  98048)";" 835 (466, 1204)";" 9553 (5313, 13793)";" 6966 (4080,  9853)";"1466 (903, 2030)";"2108 (1373, 2843)";"3795 (2471,  5118)";"40%"
"2015-02-08";"69";"16729 (13851, 19607)";"174 (103, 246)";" 81233 ( 65622,  96845)";" 828 (465, 1192)";" 9479 (5305, 13654)";" 6912 (4073,  9752)";"1455 (901, 2008)";"2092 (1368, 2815)";"3765 (2463,  5067)";"40%"
"2015-02-07";"68";"16555 (13748, 19362)";"173 (103, 243)";" 80405 ( 65156,  95654)";" 822 (464, 1180)";" 9406 (5296, 13515)";" 6859 (4065,  9652)";"1444 (899, 1988)";"2076 (1364, 2787)";"3736 (2455,  5017)";"40%"
"2015-02-06";"67";"16382 (13645, 19119)";"172 (103, 241)";" 79583 ( 64691,  94475)";" 815 (463, 1168)";" 9333 (5288, 13378)";" 6806 (4058,  9553)";"1432 (898, 1967)";"2059 (1360, 2759)";"3707 (2448,  4967)";"40%"
"2015-02-05";"66";"16210 (13542, 18878)";"170 (102, 238)";" 78768 ( 64227,  93308)";" 809 (463, 1156)";" 9260 (5279, 13242)";" 6753 (4051,  9455)";"1421 (896, 1947)";"2044 (1355, 2732)";"3678 (2440,  4917)";"40%"
"2015-02-04";"65";"16040 (13440, 18640)";"169 (102, 236)";" 77958 ( 63764,  92153)";" 803 (462, 1144)";" 9189 (5271, 13107)";" 6700 (4043,  9357)";"1410 (894, 1926)";"2028 (1351, 2704)";"3650 (2432,  4868)";"40%"
"2015-02-03";"64";"15871 (13337, 18405)";"168 (102, 233)";" 77156 ( 63301,  91010)";" 797 (461, 1132)";" 9117 (5262, 12973)";" 6648 (4036,  9261)";"1399 (892, 1906)";"2012 (1347, 2677)";"3621 (2424,  4819)";"40%"
