"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2014-09-06";"-48";"   827 (    750,    903)";"10";"   3124 (    2740,     3508)";"61";"    701 (     604,     798)";"    426 (     352,     501)";"   74 (    57,     91)";"   125 (    106,     144)";"   225 (    191,     260)";"38%"
"2014-09-05";"-49";"   817 (    741,    892)";"10";"   3063 (    2683,     3443)";"59";"    678 (     584,     773)";"    412 (     336,     488)";"   73 (    55,     90)";"   121 (    102,     141)";"   218 (    183,     253)";"38%"
"2014-09-04";"-50";"   807 (    733,    881)";"9";"   3005 (    2629,     3380)";"57";"    656 (     563,     749)";"    399 (     321,     477)";"   71 (    54,     88)";"   117 (     98,     137)";"   211 (    176,     247)";"38%"
"2014-09-03";"-51";"   798 (    726,    870)";"9";"   2948 (    2578,     3319)";"55";"    634 (     541,     727)";"    386 (     306,     466)";"   69 (    52,     87)";"   114 (     93,     134)";"   205 (    168,     242)";"38%"
"2014-09-02";"-52";"   789 (    718,    860)";"9";"   2894 (    2528,     3259)";"53";"    613 (     520,     707)";"    373 (     292,     455)";"   68 (    50,     86)";"   110 (     90,     131)";"   199 (    161,     236)";"39%"
"2014-09-01";"-53";"   780 (    711,    849)";"9";"   2841 (    2482,     3200)";"51";"    593 (     498,     688)";"    362 (     278,     445)";"   67 (    49,     84)";"   107 (     86,     128)";"   193 (    154,     231)";"39%"
"2014-08-31";"-54";"   771 (    704,    839)";"8";"   2789 (    2437,     3142)";"49";"    573 (     475,     670)";"    350 (     265,     435)";"   65 (    48,     83)";"   104 (     82,     126)";"   187 (    148,     226)";"39%"
"2014-08-30";"-55";"   763 (    697,    829)";"8";"   2740 (    2394,     3086)";"48";"    554 (     453,     654)";"    339 (     253,     425)";"   64 (    47,     82)";"   101 (     79,     123)";"   182 (    142,     221)";"39%"
"2014-08-29";"-56";"   755 (    691,    819)";"8";"   2692 (    2354,     3031)";"46";"    535 (     431,     638)";"    329 (     242,     416)";"   63 (    46,     80)";"    98 (     76,     120)";"   176 (    136,     216)";"39%"
"2014-08-28";"-57";"   747 (    685,    809)";"8";"   2646 (    2316,     2977)";"44";"    516 (     408,     624)";"    319 (     231,     407)";"   62 (    45,     79)";"    95 (     73,     118)";"   172 (    131,     212)";"39%"
"2014-08-27";"-58";"   739 (    679,    799)";"8";"   2602 (    2280,     2924)";"43";"    498 (     386,     610)";"    310 (     221,     399)";"   61 (    45,     78)";"    93 (     70,     115)";"   167 (    126,     208)";"40%"
"2014-08-26";"-59";"   731 (    673,    790)";"8";"   2559 (    2246,     2872)";"41";"    479 (     363,     596)";"    301 (     213,     390)";"   60 (    44,     77)";"    90 (     68,     113)";"   163 (    122,     203)";"40%"
"2014-08-25";"-60";"   724 (    667,    780)";"7";"   2518 (    2214,     2822)";"40";"    461 (     339,     583)";"    294 (     205,     382)";"   60 (    44,     76)";"    88 (     66,     111)";"   159 (    119,     199)";"40%"
"2014-08-24";"-61";"   716 (    662,    771)";"7";"   2478 (    2184,     2773)";"38";"    443 (     315,     571)";"    287 (     199,     374)";"   59 (    44,     74)";"    86 (     64,     109)";"   156 (    116,     195)";"40%"
"2014-08-23";"-62";"   709 (    656,    762)";"7";"   2440 (    2156,     2725)";"36";"    424 (     289,     559)";"    281 (     195,     366)";"   58 (    44,     73)";"    85 (     63,     106)";"   153 (    113,     192)";"40%"
"2014-08-22";"-63";"   702 (    651,    753)";"7";"   2404 (    2130,     2678)";"35";"    404 (     261,     547)";"    276 (     193,     359)";"   58 (    43,     72)";"    83 (     62,     104)";"   150 (    112,     188)";"41%"
"2014-08-21";"-64";"   695 (    645,    744)";"7";"   2369 (    2105,     2632)";"35";"    398 (     260,     536)";"    271 (     192,     351)";"   57 (    43,     71)";"    82 (     62,     102)";"   148 (    111,     184)";"41%"
"2014-08-20";"-65";"   688 (    640,    736)";"7";"   2334 (    2081,     2587)";"34";"    393 (     259,     526)";"    267 (     190,     344)";"   57 (    43,     70)";"    81 (     61,     100)";"   146 (    111,     181)";"41%"
"2014-08-19";"-66";"   681 (    634,    727)";"7";"   2300 (    2056,     2543)";"34";"    387 (     258,     516)";"    263 (     189,     337)";"   56 (    43,     69)";"    80 (     61,      99)";"   144 (    110,     177)";"41%"
"2014-08-18";"-67";"   674 (    629,    719)";"7";"   2266 (    2032,     2500)";"33";"    381 (     257,     506)";"    259 (     188,     330)";"   55 (    43,     68)";"    79 (     61,      97)";"   141 (    109,     174)";"41%"
"2014-08-17";"-68";"   667 (    623,    711)";"7";"   2233 (    2008,     2458)";"33";"    376 (     256,     496)";"    255 (     187,     323)";"   55 (    43,     67)";"    77 (     60,      95)";"   139 (    108,     171)";"41%"
"2014-08-16";"-69";"   660 (    618,    703)";"7";"   2200 (    1983,     2417)";"32";"    370 (     255,     486)";"    251 (     185,     317)";"   54 (    43,     66)";"    76 (     60,      93)";"   137 (    107,     167)";"42%"
"2014-08-15";"-70";"   654 (    613,    695)";"7";"   2168 (    1959,     2376)";"32";"    365 (     253,     476)";"    247 (     184,     310)";"   54 (    43,     65)";"    75 (     59,      91)";"   135 (    107,     164)";"42%"
"2014-08-14";"-71";"   647 (    607,    687)";"7";"   2136 (    1935,     2337)";"31";"    360 (     252,     467)";"    243 (     183,     304)";"   53 (    42,     64)";"    74 (     59,      89)";"   133 (    106,     161)";"42%"
"2014-08-13";"-72";"   640 (    602,    679)";"7";"   2105 (    1911,     2298)";"31";"    354 (     251,     458)";"    239 (     181,     297)";"   53 (    42,     63)";"    73 (     58,      88)";"   131 (    105,     158)";"42%"
"2014-08-12";"-73";"   634 (    596,    672)";"6";"   2074 (    1887,     2261)";"30";"    349 (     250,     449)";"    236 (     180,     291)";"   52 (    42,     62)";"    72 (     58,      86)";"   129 (    104,     155)";"42%"
"2014-08-11";"-74";"   627 (    591,    664)";"6";"   2043 (    1863,     2224)";"30";"    344 (     248,     440)";"    232 (     178,     285)";"   52 (    42,     61)";"    71 (     57,      84)";"   128 (    103,     152)";"42%"
"2014-08-10";"-75";"   621 (    585,    657)";"6";"   2013 (    1839,     2187)";"30";"    339 (     247,     432)";"    228 (     177,     280)";"   51 (    42,     60)";"    70 (     57,      83)";"   126 (    102,     149)";"43%"
"2014-08-09";"-76";"   615 (    580,    649)";"6";"   1984 (    1816,     2152)";"29";"    334 (     245,     423)";"    225 (     176,     274)";"   51 (    42,     59)";"    69 (     56,      81)";"   124 (    101,     146)";"43%"
"2014-08-08";"-77";"   608 (    574,    642)";"6";"   1955 (    1792,     2117)";"29";"    330 (     244,     415)";"    221 (     174,     268)";"   50 (    41,     59)";"    68 (     56,      80)";"   122 (    101,     144)";"43%"
"2014-08-07";"-78";"   602 (    569,    635)";"6";"   1926 (    1769,     2083)";"28";"    325 (     243,     407)";"    218 (     173,     263)";"   50 (    41,     58)";"    67 (     55,      78)";"   120 (    100,     141)";"43%"
"2014-08-06";"-79";"   596 (    564,    628)";"6";"   1898 (    1745,     2050)";"28";"    320 (     241,     399)";"    214 (     171,     258)";"   49 (    41,     57)";"    66 (     55,      77)";"   119 (     99,     138)";"43%"
"2014-08-05";"-80";"   590 (    558,    621)";"6";"   1870 (    1722,     2018)";"27";"    315 (     240,     391)";"    211 (     170,     252)";"   49 (    41,     56)";"    65 (     54,      75)";"   117 (     98,     136)";"43%"
"2014-08-04";"-81";"   584 (    553,    614)";"6";"   1842 (    1699,     1986)";"27";"    311 (     238,     384)";"    208 (     168,     247)";"   48 (    41,     55)";"    64 (     54,      74)";"   115 (     97,     133)";"44%"
"2014-08-03";"-82";"   578 (    548,    608)";"6";"   1815 (    1676,     1955)";"27";"    306 (     236,     376)";"    205 (     167,     242)";"   48 (    40,     55)";"    63 (     53,      73)";"   113 (     96,     131)";"44%"
"2014-08-02";"-83";"   572 (    542,    601)";"6";"   1789 (    1653,     1924)";"26";"    302 (     235,     369)";"    201 (     165,     238)";"   47 (    40,     54)";"    62 (     53,      71)";"   112 (     95,     128)";"44%"
"2014-08-01";"-84";"   566 (    537,    594)";"6";"   1762 (    1631,     1894)";"26";"    298 (     233,     362)";"    198 (     164,     233)";"   47 (    40,     53)";"    61 (     52,      70)";"   110 (     94,     126)";"44%"
"2014-07-31";"-85";"   560 (    532,    588)";"6";"   1736 (    1608,     1865)";"26";"    293 (     232,     355)";"    195 (     162,     228)";"   46 (    40,     53)";"    60 (     52,      69)";"   109 (     93,     124)";"44%"
"2014-07-30";"-86";"   554 (    527,    582)";"6";"   1711 (    1586,     1836)";"25";"    289 (     230,     348)";"    192 (     160,     224)";"   46 (    39,     52)";"    59 (     51,      68)";"   107 (     92,     122)";"44%"
"2014-07-29";"-87";"   548 (    522,    575)";"6";"   1686 (    1564,     1807)";"25";"    285 (     228,     342)";"    189 (     159,     220)";"   45 (    39,     51)";"    59 (     51,      66)";"   105 (     91,     119)";"45%"
"2014-07-28";"-88";"   543 (    516,    569)";"6";"   1661 (    1542,     1780)";"24";"    281 (     226,     335)";"    186 (     157,     216)";"   45 (    39,     51)";"    58 (     50,      65)";"   104 (     90,     117)";"45%"
"2014-07-27";"-89";"   537 (    511,    563)";"6";"   1637 (    1521,     1752)";"24";"    277 (     225,     329)";"    183 (     155,     211)";"   44 (    38,     50)";"    57 (     50,      64)";"   102 (     89,     115)";"45%"
"2014-07-26";"-90";"   531 (    506,    557)";"6";"   1612 (    1499,     1726)";"24";"    273 (     223,     323)";"    181 (     153,     208)";"   44 (    38,     49)";"    56 (     49,      63)";"   101 (     88,     113)";"45%"
"2014-07-25";"-91";"   526 (    501,    550)";"5";"   1589 (    1478,     1699)";"23";"    269 (     221,     317)";"    178 (     152,     204)";"   43 (    38,     49)";"    55 (     49,      62)";"    99 (     87,     111)";"45%"
"2014-07-24";"-92";"   520 (    496,    544)";"5";"   1565 (    1457,     1673)";"23";"    265 (     219,     311)";"    175 (     150,     200)";"   43 (    37,     48)";"    54 (     48,      61)";"    98 (     86,     110)";"46%"
"2014-07-23";"-93";"   515 (    491,    538)";"5";"   1542 (    1436,     1648)";"23";"    261 (     217,     305)";"    172 (     148,     196)";"   42 (    37,     48)";"    54 (     47,      60)";"    97 (     85,     108)";"46%"
"2014-07-22";"-94";"   510 (    487,    532)";"5";"   1519 (    1416,     1623)";"22";"    257 (     215,     300)";"    170 (     146,     193)";"   42 (    36,     47)";"    53 (     47,      59)";"    95 (     84,     106)";"46%"
"2014-07-21";"-95";"   504 (    482,    527)";"5";"   1497 (    1396,     1598)";"22";"    254 (     213,     294)";"    167 (     144,     190)";"   41 (    36,     47)";"    52 (     46,      58)";"    94 (     83,     104)";"46%"
"2014-07-20";"-96";"   499 (    477,    521)";"5";"   1475 (    1376,     1574)";"22";"    250 (     211,     289)";"    164 (     142,     186)";"   41 (    36,     46)";"    51 (     46,      57)";"    92 (     82,     103)";"46%"
"2014-07-19";"-97";"   494 (    472,    515)";"5";"   1453 (    1356,     1550)";"21";"    247 (     209,     284)";"    162 (     140,     183)";"   40 (    35,     46)";"    51 (     45,      56)";"    91 (     81,     101)";"46%"
"2014-07-18";"-98";"   488 (    468,    509)";"5";"   1432 (    1337,     1527)";"21";"    243 (     207,     279)";"    159 (     138,     180)";"   40 (    35,     45)";"    50 (     44,      55)";"    90 (     80,      99)";"47%"
"2014-07-17";"-99";"   483 (    463,    504)";"5";"   1411 (    1317,     1504)";"21";"    239 (     205,     274)";"    157 (     136,     177)";"   40 (    34,     45)";"    49 (     44,      54)";"    88 (     79,      98)";"47%"
"2014-07-16";"-100";"   478 (    459,    498)";"5";"   1390 (    1299,     1481)";"21";"    236 (     203,     269)";"    154 (     134,     175)";"   39 (    34,     45)";"    48 (     43,      54)";"    87 (     78,      97)";"47%"
"2014-07-15";"-101";"   473 (    454,    492)";"5";"   1369 (    1280,     1458)";"20";"    233 (     200,     265)";"    152 (     132,     172)";"   39 (    33,     44)";"    48 (     42,      53)";"    86 (     76,      95)";"47%"
"2014-07-14";"-102";"   468 (    450,    487)";"5";"   1349 (    1262,     1436)";"20";"    229 (     198,     261)";"    150 (     130,     169)";"   38 (    33,     44)";"    47 (     42,      52)";"    85 (     75,      94)";"47%"
"2014-07-13";"-103";"   463 (    445,    481)";"5";"   1329 (    1244,     1414)";"20";"    226 (     196,     257)";"    147 (     128,     167)";"   38 (    32,     43)";"    46 (     41,      51)";"    83 (     74,      92)";"47%"
"2014-07-12";"-104";"   458 (    441,    476)";"5";"   1309 (    1226,     1392)";"19";"    223 (     193,     253)";"    145 (     125,     164)";"   37 (    32,     43)";"    46 (     41,      51)";"    82 (     73,      91)";"48%"
"2014-07-11";"-105";"   453 (    437,    470)";"5";"   1290 (    1208,     1371)";"19";"    220 (     191,     249)";"    143 (     123,     162)";"   37 (    32,     42)";"    45 (     40,      50)";"    81 (     72,      90)";"48%"
"2014-07-10";"-106";"   449 (    432,    465)";"5";"   1271 (    1191,     1350)";"19";"    217 (     188,     245)";"    140 (     121,     160)";"   36 (    31,     42)";"    44 (     39,      49)";"    80 (     71,      89)";"48%"
"2014-07-09";"-107";"   444 (    428,    459)";"5";"   1252 (    1174,     1329)";"19";"    214 (     185,     242)";"    138 (     119,     158)";"   36 (    31,     41)";"    44 (     39,      49)";"    78 (     69,      88)";"48%"
"2014-07-08";"-108";"   439 (    424,    454)";"5";"   1233 (    1158,     1308)";"18";"    211 (     183,     238)";"    136 (     117,     156)";"   36 (    30,     41)";"    43 (     38,      48)";"    77 (     68,      86)";"48%"
"2014-07-07";"-109";"   434 (    420,    449)";"5";"   1215 (    1142,     1288)";"18";"    208 (     180,     235)";"    134 (     114,     153)";"   35 (    30,     40)";"    42 (     37,      47)";"    76 (     67,      85)";"48%"
"2014-07-06";"-110";"   430 (    416,    443)";"5";"   1197 (    1126,     1268)";"18";"    205 (     177,     232)";"    132 (     112,     151)";"   35 (    29,     40)";"    42 (     37,      47)";"    75 (     66,      84)";"49%"
"2014-07-05";"-111";"   425 (    412,    438)";"5";"   1179 (    1110,     1248)";"18";"    202 (     174,     229)";"    130 (     110,     149)";"   34 (    29,     39)";"    41 (     36,      46)";"    74 (     65,      83)";"49%"
"2014-07-04";"-112";"   421 (    408,    433)";"5";"   1161 (    1094,     1228)";"17";"    199 (     172,     227)";"    128 (     108,     147)";"   34 (    29,     39)";"    40 (     35,      45)";"    73 (     63,      82)";"49%"
"2014-07-03";"-113";"   416 (    404,    428)";"4";"   1144 (    1079,     1209)";"17";"    196 (     169,     224)";"    125 (     106,     145)";"   33 (    28,     38)";"    40 (     35,      45)";"    71 (     62,      81)";"49%"
"2014-07-02";"-114";"   412 (    400,    423)";"4";"   1127 (    1064,     1189)";"17";"    194 (     166,     222)";"    123 (     104,     143)";"   33 (    28,     38)";"    39 (     34,      44)";"    70 (     61,      79)";"49%"
"2014-07-01";"-115";"   407 (    396,    418)";"4";"   1110 (    1050,     1170)";"17";"    191 (     163,     220)";"    121 (     102,     141)";"   32 (    27,     37)";"    38 (     33,      43)";"    69 (     60,      78)";"50%"
"2014-06-30";"-116";"   403 (    393,    413)";"4";"   1093 (    1035,     1151)";"16";"    189 (     159,     218)";"    119 (     100,     138)";"   32 (    27,     37)";"    38 (     33,      43)";"    68 (     59,      77)";"50%"
"2014-06-29";"-117";"   398 (    389,    408)";"4";"   1077 (    1021,     1132)";"16";"    187 (     156,     217)";"    117 (      98,     136)";"   31 (    27,     36)";"    37 (     32,      42)";"    67 (     58,      76)";"50%"
"2014-06-28";"-118";"   394 (    385,    403)";"4";"   1060 (    1008,     1113)";"16";"    184 (     153,     216)";"    115 (      96,     133)";"   31 (    26,     35)";"    36 (     32,      41)";"    65 (     57,      74)";"50%"
"2014-06-27";"-119";"   390 (    382,    398)";"4";"   1044 (     994,     1095)";"16";"    182 (     150,     215)";"    112 (      94,     131)";"   30 (    26,     35)";"    36 (     31,      40)";"    64 (     56,      73)";"50%"
"2014-06-26";"-120";"   386 (    378,    394)";"4";"   1029 (     981,     1076)";"16";"    179 (     147,     210)";"    110 (      93,     128)";"   30 (    26,     34)";"    35 (     30,      39)";"    63 (     55,      71)";"50%"
"2014-06-25";"-121";"   382 (    374,    389)";"4";"   1013 (     968,     1058)";"15";"    175 (     145,     206)";"    108 (      91,     125)";"   29 (    25,     34)";"    34 (     30,      39)";"    62 (     54,      70)";"51%"
"2014-06-24";"-122";"   378 (    371,    385)";"4";"    998 (     955,     1041)";"15";"    172 (     143,     201)";"    106 (      89,     122)";"   29 (    25,     33)";"    34 (     29,      38)";"    61 (     53,      68)";"51%"
"2014-06-23";"-123";"   374 (    367,    380)";"4";"    983 (     942,     1024)";"15";"    169 (     140,     197)";"    103 (      88,     119)";"   28 (    25,     32)";"    33 (     29,      37)";"    59 (     52,      67)";"51%"
"2014-06-22";"-124";"   370 (    364,    376)";"4";"    968 (     929,     1007)";"14";"    165 (     138,     193)";"    101 (      86,     117)";"   28 (    24,     32)";"    32 (     28,      36)";"    58 (     51,      65)";"51%"
"2014-06-21";"-125";"   366 (    360,    372)";"4";"    954 (     917,      991)";"14";"    162 (     136,     189)";"     99 (      84,     114)";"   28 (    24,     31)";"    32 (     28,      35)";"    57 (     50,      64)";"51%"
"2014-06-20";"-126";"   362 (    357,    368)";"4";"    940 (     905,      974)";"14";"    159 (     133,     185)";"     97 (      83,     111)";"   27 (    23,     31)";"    31 (     27,      35)";"    56 (     49,      63)";"51%"
"2014-06-19";"-127";"   358 (    353,    364)";"4";"    926 (     893,      959)";"14";"    156 (     131,     181)";"     95 (      81,     109)";"   27 (    23,     30)";"    30 (     27,      34)";"    55 (     48,      61)";"52%"
"2014-06-18";"-128";"   355 (    350,    360)";"4";"    912 (     881,      943)";"13";"    153 (     129,     177)";"     93 (      80,     106)";"   26 (    23,     30)";"    30 (     26,      33)";"    54 (     48,      60)";"52%"
"2014-06-17";"-129";"   351 (    346,    356)";"4";"    899 (     870,      928)";"13";"    150 (     127,     173)";"     91 (      78,     104)";"   26 (    22,     29)";"    29 (     26,      33)";"    53 (     47,      59)";"52%"
"2014-06-16";"-130";"   348 (    343,    352)";"4";"    886 (     858,      914)";"13";"    147 (     125,     169)";"     89 (      77,     102)";"   25 (    22,     29)";"    29 (     25,      32)";"    52 (     46,      58)";"52%"
"2014-06-15";"-131";"   344 (    339,    349)";"3";"    873 (     847,      899)";"13";"    144 (     122,     166)";"     87 (      75,     100)";"   25 (    22,     28)";"    28 (     25,      31)";"    51 (     45,      56)";"52%"
"2014-06-14";"-132";"   341 (    336,    345)";"3";"    861 (     836,      885)";"12";"    141 (     120,     162)";"     86 (      74,      97)";"   25 (    21,     28)";"    28 (     25,      31)";"    50 (     44,      55)";"53%"
"2014-06-13";"-133";"   337 (    332,    342)";"3";"    848 (     825,      872)";"12";"    139 (     118,     159)";"     84 (      72,      95)";"   24 (    21,     27)";"    27 (     24,      30)";"    49 (     43,      54)";"53%"
"2014-06-12";"-134";"   334 (    329,    339)";"3";"    836 (     814,      858)";"12";"    136 (     116,     156)";"     82 (      71,      93)";"   24 (    21,     27)";"    27 (     24,      29)";"    48 (     43,      53)";"53%"
"2014-06-11";"-135";"   330 (    326,    335)";"3";"    825 (     804,      845)";"12";"    133 (     114,     152)";"     80 (      70,      91)";"   24 (    20,     27)";"    26 (     23,      29)";"    47 (     42,      52)";"53%"
"2014-06-10";"-136";"   327 (    322,    332)";"3";"    813 (     793,      833)";"11";"    131 (     112,     149)";"     79 (      68,      89)";"   23 (    20,     26)";"    25 (     23,      28)";"    46 (     41,      51)";"53%"
"2014-06-09";"-137";"   324 (    319,    329)";"3";"    802 (     783,      820)";"11";"    128 (     110,     146)";"     77 (      67,      87)";"   23 (    20,     26)";"    25 (     22,      28)";"    45 (     40,      50)";"53%"
"2014-06-08";"-138";"   321 (    315,    326)";"3";"    791 (     773,      808)";"11";"    126 (     108,     143)";"     76 (      66,      86)";"   22 (    20,     25)";"    24 (     22,      27)";"    44 (     39,      49)";"54%"
"2014-06-07";"-139";"   318 (    312,    323)";"3";"    780 (     763,      796)";"11";"    123 (     106,     140)";"     74 (      64,      84)";"   22 (    19,     25)";"    24 (     21,      27)";"    43 (     39,      48)";"54%"
"2014-06-06";"-140";"   315 (    309,    320)";"3";"    769 (     753,      785)";"10";"    121 (     104,     137)";"     72 (      63,      82)";"   22 (    19,     25)";"    24 (     21,      26)";"    42 (     38,      47)";"54%"
"2014-06-05";"-141";"   311 (    305,    318)";"3";"    758 (     743,      774)";"10";"    118 (     102,     134)";"     71 (      62,      80)";"   21 (    19,     24)";"    23 (     21,      26)";"    42 (     37,      46)";"54%"
"2014-06-04";"-142";"   308 (    302,    315)";"3";"    748 (     734,      763)";"10";"    116 (     100,     132)";"     69 (      60,      79)";"   21 (    18,     24)";"    23 (     20,      25)";"    41 (     36,      45)";"54%"
"2014-06-03";"-143";"   306 (    299,    312)";"3";"    738 (     724,      752)";"10";"    114 (      99,     129)";"     68 (      59,      77)";"   21 (    18,     23)";"    22 (     20,      25)";"    40 (     36,      44)";"54%"
"2014-06-02";"-144";"   303 (    296,    309)";"3";"    728 (     715,      742)";"10";"    112 (      97,     126)";"     67 (      58,      75)";"   20 (    18,     23)";"    22 (     19,      24)";"    39 (     35,      43)";"55%"
"2014-06-01";"-145";"   300 (    293,    307)";"3";"    719 (     705,      732)";"9";"    109 (      95,     124)";"     65 (      57,      74)";"   20 (    18,     23)";"    21 (     19,      24)";"    38 (     34,      42)";"55%"
"2014-05-31";"-146";"   297 (    290,    304)";"3";"    709 (     696,      722)";"9";"    107 (      93,     121)";"     64 (      56,      72)";"   20 (    17,     22)";"    21 (     19,      23)";"    38 (     34,      42)";"55%"
"2014-05-30";"-147";"   294 (    287,    302)";"3";"    700 (     687,      712)";"9";"    105 (      91,     119)";"     63 (      54,      71)";"   20 (    17,     22)";"    21 (     18,      23)";"    37 (     33,      41)";"55%"
"2014-05-29";"-148";"   291 (    284,    299)";"3";"    691 (     678,      703)";"9";"    103 (      90,     116)";"     61 (      53,      69)";"   19 (    17,     22)";"    20 (     18,      22)";"    36 (     32,      40)";"55%"
"2014-05-28";"-149";"   289 (    281,    297)";"3";"    682 (     669,      694)";"9";"    101 (      88,     114)";"     60 (      52,      68)";"   19 (    16,     21)";"    20 (     18,      22)";"    36 (     32,      39)";"56%"
"2014-05-27";"-150";"   286 (    278,    294)";"3";"    673 (     660,      686)";"9";"     99 (      86,     112)";"     59 (      51,      67)";"   19 (    16,     21)";"    19 (     17,      21)";"    35 (     31,      39)";"56%"
"2014-05-26";"-151";"   283 (    275,    292)";"3";"    664 (     651,      677)";"8";"     97 (      84,     110)";"     58 (      50,      65)";"   18 (    16,     21)";"    19 (     17,      21)";"    34 (     31,      38)";"56%"
"2014-05-25";"-152";"   281 (    272,    290)";"3";"    656 (     643,      669)";"8";"     95 (      82,     107)";"     56 (      49,      64)";"   18 (    16,     21)";"    19 (     17,      21)";"    34 (     30,      37)";"56%"
"2014-05-24";"-153";"   278 (    269,    287)";"3";"    648 (     634,      661)";"8";"     93 (      81,     105)";"     55 (      48,      63)";"   18 (    16,     20)";"    18 (     16,      20)";"    33 (     29,      36)";"56%"
"2014-05-23";"-154";"   276 (    266,    285)";"2";"    640 (     626,      654)";"8";"     91 (      79,     103)";"     54 (      47,      62)";"   18 (    15,     20)";"    18 (     16,      20)";"    32 (     29,      36)";"56%"
"2014-05-22";"-155";"   273 (    264,    283)";"2";"    632 (     617,      646)";"8";"     89 (      77,     101)";"     53 (      46,      61)";"   17 (    15,     20)";"    18 (     16,      20)";"    32 (     28,      35)";"57%"
"2014-05-21";"-156";"   271 (    261,    281)";"2";"    624 (     609,      639)";"8";"     87 (      76,      99)";"     52 (      45,      59)";"   17 (    15,     19)";"    17 (     15,      19)";"    31 (     28,      35)";"57%"
"2014-05-20";"-157";"   268 (    258,    279)";"2";"    616 (     601,      632)";"7";"     85 (      74,      97)";"     51 (      44,      58)";"   17 (    15,     19)";"    17 (     15,      19)";"    31 (     27,      34)";"57%"
"2014-05-19";"-158";"   266 (    256,    276)";"2";"    609 (     593,      625)";"7";"     83 (      72,      95)";"     51 (      44,      58)";"   17 (    14,     19)";"    17 (     15,      19)";"    30 (     27,      34)";"57%"
"2014-05-18";"-159";"   264 (    253,    274)";"2";"    602 (     585,      618)";"7";"     81 (      70,      93)";"     50 (      43,      57)";"   16 (    14,     19)";"    17 (     15,      18)";"    30 (     26,      33)";"57%"
"2014-05-17";"-160";"   261 (    250,    272)";"2";"    595 (     578,      612)";"7";"     79 (      68,      90)";"     49 (      42,      56)";"   16 (    14,     18)";"    16 (     15,      18)";"    29 (     26,      33)";"57%"
"2014-05-16";"-161";"   259 (    248,    270)";"2";"    588 (     570,      605)";"7";"     77 (      66,      88)";"     48 (      42,      55)";"   16 (    14,     18)";"    16 (     14,      18)";"    29 (     26,      32)";"58%"
"2014-05-15";"-162";"   257 (    245,    268)";"2";"    581 (     563,      599)";"6";"     75 (      64,      86)";"     48 (      41,      55)";"   16 (    14,     18)";"    16 (     14,      18)";"    29 (     25,      32)";"58%"
