"Date";"Days from today";"Cases (reported/treated)";"New cases/day (reported/treated)";"Cases (total)";"New cases/day (total)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"CDC 25% ETU target";"CDC 45% reduced transmission target";"Reporting quotient"
"2015-03-22";"149";"116079 (-158420, 390578)";"3448";"2121514 (-3276238,  7519267)";"75809";" 879005 (-1585286, 3343296)";" 594535 (-1053137, 2242207)";"28223 (-48254, 104701)";"155690 (-256672,  568051)";"280241 (-462009, 1022492)";"13%"
"2015-03-21";"148";"112631 (-152330, 377592)";"3351";"2045706 (-3139648,  7231059)";"73263";" 849571 (-1531996, 3231139)";" 573738 (-1013777, 2161252)";"27394 (-46622, 101410)";"150283 (-247027,  547593)";"270509 (-444648,  985667)";"13%"
"2015-03-20";"147";"109280 (-146429, 364989)";"3256";"1972443 (-3007687,  6952572)";"70789";" 820961 (-1479675, 3121597)";" 553584 ( -975433, 2082600)";"26586 (-45027,  98200)";"145043 (-237631,  527716)";"261077 (-427735,  949888)";"13%"
"2015-03-19";"146";"106024 (-140712, 352760)";"3163";"1901654 (-2880270,  6683578)";"68386";" 793164 (-1428361, 3014690)";" 534060 ( -938109, 2006230)";"25800 (-43470,  95070)";"139965 (-228485,  508415)";"251937 (-411272,  915146)";"14%"
"2015-03-18";"145";"102861 (-135177, 340898)";"3073";"1833268 (-2757310,  6423845)";"66053";" 766168 (-1378092, 2910428)";" 515154 ( -901812, 1932119)";"25034 (-41952,  92019)";"135047 (-219590,  489684)";"243084 (-395262,  881431)";"14%"
"2015-03-17";"144";" 99788 (-129820, 329396)";"2985";"1767215 (-2638713,  6173144)";"63788";" 739961 (-1328898, 2808819)";" 496849 ( -866541, 1860240)";"24288 (-40472,  89047)";"130284 (-210948,  471516)";"234512 (-379706,  848729)";"14%"
"2015-03-16";"143";" 96803 (-124638, 318244)";"2899";"1703427 (-2524387,  5931241)";"61590";" 714528 (-1280807, 2709862)";" 479134 ( -832296, 1790564)";"23562 (-39030,  86154)";"125674 (-202557,  453905)";"226213 (-364602,  817028)";"14%"
"2015-03-15";"142";" 93904 (-119627, 307436)";"2815";"1641837 (-2414232,  5697907)";"59459";" 689857 (-1233841, 2613554)";" 461993 ( -799073, 1723059)";"22856 (-37627,  83338)";"121212 (-194417,  436841)";"218182 (-349950,  786314)";"14%"
"2015-03-14";"141";" 91090 (-114783, 296963)";"2733";"1582378 (-2308151,  5472907)";"57393";" 665933 (-1188019, 2519885)";" 445413 ( -766866, 1657692)";"22169 (-36262,  80599)";"116895 (-186526,  420317)";"210412 (-335747,  756571)";"14%"
"2015-03-13";"140";" 88357 (-110103, 286817)";"2653";"1524985 (-2206043,  5256014)";"55390";" 642742 (-1143357, 2428840)";" 429379 ( -735666, 1594425)";"21501 (-34935,  77936)";"112720 (-178883,  404323)";"202896 (-321989,  727782)";"14%"
"2015-03-12";"139";" 85704 (-105583, 276991)";"2575";"1469595 (-2107805,  5046996)";"53450";" 620268 (-1099864, 2340401)";" 413878 ( -705466, 1533222)";"20851 (-33645,  75348)";"108682 (-171485,  388850)";"195628 (-308673,  699930)";"14%"
"2015-03-11";"138";" 83129 (-101219, 267477)";"2500";"1416146 (-2013334,  4845626)";"51570";" 598497 (-1057549, 2254544)";" 398896 ( -676252, 1474043)";"20220 (-32394,  72833)";"104779 (-164330,  373887)";"188602 (-295793,  672997)";"14%"
"2015-03-10";"137";" 80629 ( -97008, 258266)";"2426";"1364576 (-1922527,  4651679)";"49750";" 577414 (-1016416, 2171244)";" 384418 ( -648011, 1416847)";"19606 (-31179,  70391)";"101006 (-157413,  359425)";"181811 (-283344,  646966)";"14%"
"2015-03-09";"136";" 78203 ( -92944, 249351)";"2354";"1314825 (-1835280,  4464931)";"47989";" 557003 ( -976464, 2090470)";" 370431 ( -620729, 1361591)";"19010 (-30001,  68020)";" 97360 (-150733,  345453)";"175248 (-271319,  621815)";"14%"
"2015-03-08";"135";" 75849 ( -89026, 240724)";"2284";"1266837 (-1751489,  4285162)";"46284";" 537248 ( -937692, 2012188)";" 356921 ( -594391, 1308232)";"18431 (-28858,  65719)";" 93838 (-144284,  331959)";"168908 (-259711,  597527)";"14%"
"2015-03-07";"134";" 73565 ( -85248, 232378)";"2216";"1220553 (-1671050,  4112156)";"44635";" 518133 ( -900095, 1936361)";" 343874 ( -568978, 1256726)";"17868 (-27752,  63487)";" 90435 (-138062,  318933)";"162784 (-248512,  574080)";"15%"
"2015-03-06";"133";" 71348 ( -81607, 224304)";"2150";"1175918 (-1593860,  3945696)";"43040";" 499643 ( -863665, 1862951)";" 331278 ( -544472, 1207028)";"17321 (-26680,  61323)";" 87150 (-132064,  306364)";"156870 (-237715,  551454)";"15%"
"2015-03-05";"132";" 69198 ( -78100, 216495)";"2086";"1132878 (-1519818,  3785574)";"41497";" 481762 ( -828392, 1791916)";" 319119 ( -520856, 1159093)";"16790 (-25643,  59224)";" 83977 (-126284,  294239)";"151159 (-227312,  529630)";"15%"
"2015-03-04";"131";" 67112 ( -74721, 208944)";"2024";"1091381 (-1448820,  3631582)";"40006";" 464474 ( -794263, 1723211)";" 307384 ( -498109, 1112876)";"16275 (-24640,  57190)";" 80915 (-120718,  282547)";"145646 (-217292,  508585)";"15%"
"2015-03-03";"130";" 65088 ( -71468, 201644)";"1963";"1051375 (-1380768,  3483518)";"38565";" 447764 ( -761264, 1656791)";" 296060 ( -476210, 1068330)";"15775 (-23670,  55219)";" 77959 (-115360,  271278)";"140326 (-207649,  488300)";"15%"
"2015-03-02";"129";" 63125 ( -68337, 194587)";"1904";"1012809 (-1315563,  3341182)";"37173";" 431615 ( -729378, 1592609)";" 285135 ( -455140, 1025409)";"15289 (-22732,  53310)";" 75106 (-110207,  260418)";"135191 (-198372,  468753)";"15%"
"2015-03-01";"128";" 61221 ( -65324, 187766)";"1847";" 975637 (-1253106,  3204380)";"35828";" 416014 ( -698589, 1530616)";" 274596 ( -434876,  984067)";"14818 (-21825,  51461)";" 72353 (-105251,  249958)";"130236 (-189451,  449924)";"15%"
"2015-02-28";"127";" 59375 ( -62425, 181174)";"1791";" 939809 (-1193303,  3072922)";"34528";" 400943 ( -668876, 1470762)";" 264431 ( -415397,  944259)";"14361 (-20950,  49672)";" 69698 (-100488,  239884)";"125456 (-180879,  431791)";"15%"
"2015-02-27";"126";" 57584 ( -59637, 174805)";"1737";" 905281 (-1136060,  2946622)";"33274";" 386388 ( -640220, 1412996)";" 254629 ( -396682,  905940)";"13917 (-20105,  47939)";" 67137 ( -95913,  230186)";"120846 (-172644,  414335)";"15%"
"2015-02-26";"125";" 55847 ( -56957, 168651)";"1684";" 872007 (-1081284,  2825298)";"32062";" 372335 ( -612597, 1357267)";" 245178 ( -378708,  869063)";"13487 (-19289,  46263)";" 64666 ( -91520,  220853)";"116399 (-164737,  397535)";"15%"
"2015-02-25";"124";" 54163 ( -54380, 162707)";"1633";" 839945 (-1028886,  2708775)";"30893";" 358767 ( -585987, 1303522)";" 236066 ( -361453,  833586)";"13069 (-18503,  44641)";" 62284 ( -87304,  211872)";"112111 (-157148,  381370)";"15%"
"2015-02-24";"123";" 52530 ( -51905, 156965)";"1583";" 809052 ( -978776,  2596880)";"29765";" 345672 ( -560365, 1251709)";" 227283 ( -344896,  799462)";"12664 (-17744,  43072)";" 59987 ( -83260,  203233)";"107976 (-149868,  365820)";"16%"
"2015-02-23";"122";" 50947 ( -49526, 151420)";"1535";" 779287 ( -930871,  2489445)";"28675";" 333034 ( -535708, 1201775)";" 218817 ( -329015,  766650)";"12271 (-17012,  41555)";" 57772 ( -79381,  194926)";"103990 (-142887,  350867)";"16%"
"2015-02-22";"121";" 49412 ( -47241, 146064)";"1488";" 750612 ( -885084,  2386308)";"27625";" 320839 ( -511990, 1153669)";" 210659 ( -313788,  735106)";"11891 (-16307,  40089)";" 55637 ( -75664,  186938)";"100147 (-136195,  336489)";"16%"
"2015-02-21";"120";" 47923 ( -45047, 140894)";"1443";" 722987 ( -841336,  2287310)";"26611";" 309075 ( -489188, 1107337)";" 202797 ( -299194,  704788)";"11521 (-15628,  38671)";" 53580 ( -72102,  179261)";" 96443 (-129783,  322669)";"16%"
"2015-02-20";"119";" 46480 ( -42941, 135901)";"1399";" 696376 ( -799547,  2192298)";"25633";" 297726 ( -467275, 1062727)";" 195222 ( -285211,  675655)";"11163 (-14974,  37300)";" 51596 ( -68689,  171882)";" 92873 (-123641,  309388)";"16%"
"2015-02-19";"118";" 45081 ( -40919, 131081)";"1356";" 670742 ( -759639,  2101123)";"24690";" 286781 ( -446226, 1019788)";" 187924 ( -271818,  647666)";"10816 (-14344,  35976)";" 49685 ( -65422,  164793)";" 89433 (-117760,  296627)";"16%"
"2015-02-18";"117";" 43725 ( -38979, 126429)";"1315";" 646052 ( -721537,  2013641)";"23781";" 276226 ( -426017,  978468)";" 180894 ( -258995,  620783)";"10479 (-13737,  34696)";" 47843 ( -62295,  157982)";" 86118 (-112132,  284368)";"16%"
"2015-02-17";"116";" 42410 ( -37117, 121938)";"1275";" 622271 ( -685169,  1929711)";"22905";" 266048 ( -406621,  938716)";" 174122 ( -246721,  594966)";"10153 (-13154,  33460)";" 46069 ( -59303,  151441)";" 82924 (-106746,  272594)";"16%"
"2015-02-16";"115";" 41136 ( -35332, 117603)";"1236";" 599366 ( -650466,  1849198)";"22059";" 256235 ( -388013,  900483)";" 167600 ( -234977,  570177)";" 9837 (-12592,  32266)";" 44359 ( -56441,  145160)";" 79847 (-101594,  261287)";"16%"
"2015-02-15";"114";" 39900 ( -33620, 113420)";"1198";" 577307 ( -617357,  1771971)";"21245";" 246776 ( -370168,  863719)";" 161318 ( -223743,  546380)";" 9531 (-12052,  31113)";" 42712 ( -53704,  139129)";" 76882 ( -96668,  250432)";"16%"
"2015-02-14";"113";" 38702 ( -31979, 109383)";"1161";" 556062 ( -585778,  1697903)";"20459";" 237658 ( -353060,  828375)";" 155269 ( -213001,  523539)";" 9233 (-11533,  30000)";" 41126 ( -51088,  133339)";" 74026 ( -91959,  240011)";"16%"
"2015-02-13";"112";" 37541 ( -30405, 105488)";"1125";" 535603 ( -555666,  1626872)";"19703";" 228869 ( -336666,  794405)";" 149444 ( -202731,  501618)";" 8946 (-11033,  28924)";" 39597 ( -48588,  127783)";" 71275 ( -87458,  230009)";"17%"
"2015-02-12";"111";" 36416 ( -28898, 101729)";"1091";" 515900 ( -526957,  1558758)";"18973";" 220400 ( -320960,  761761)";" 143835 ( -192915,  480585)";" 8667 (-10553,  27887)";" 38125 ( -46199,  122450)";" 68626 ( -83158,  220410)";"17%"
"2015-02-11";"110";" 35325 ( -27453,  98103)";"1057";" 496927 ( -499593,  1493448)";"18270";" 212239 ( -305920,  730398)";" 138435 ( -183536,  460405)";" 8396 (-10092,  26885)";" 36708 ( -43918,  117333)";" 66074 ( -79052,  211199)";"17%"
"2015-02-10";"109";" 34268 ( -26069,  94605)";"1025";" 478657 ( -473518,  1430831)";"17593";" 204375 ( -291520,  700271)";" 133235 ( -174577,  441048)";" 8134 ( -9649,  25918)";" 35342 ( -41739,  112424)";" 63616 ( -75130,  202363)";"17%"
"2015-02-09";"108";" 33243 ( -24743,  91229)";"993";" 461064 ( -448674,  1370801)";"16941";" 196799 ( -277739,  671336)";" 128230 ( -166021,  422481)";" 7881 ( -9223,  24985)";" 34028 ( -39659,  107715)";" 61250 ( -71387,  193886)";"17%"
"2015-02-08";"107";" 32250 ( -23474,  87973)";"963";" 444123 ( -425010,  1313255)";"16312";" 189500 ( -264553,  643552)";" 123412 ( -157852,  404675)";" 7635 ( -8815,  24084)";" 32762 ( -37674,  103198)";" 58971 ( -67814,  185756)";"17%"
"2015-02-07";"106";" 31287 ( -22259,  84833)";"933";" 427810 ( -402473,  1258094)";"15707";" 182468 ( -251940,  616877)";" 118773 ( -150054,  387601)";" 7396 ( -8422,  23215)";" 31542 ( -35781,   98866)";" 56776 ( -64405,  177958)";"17%"
"2015-02-06";"105";" 30354 ( -21096,  81803)";"905";" 412103 ( -381015,  1205222)";"15124";" 175695 ( -239879,  591269)";" 114309 ( -142612,  371229)";" 7166 ( -8046,  22377)";" 30369 ( -33974,   94711)";" 54663 ( -61153,  170480)";"17%"
"2015-02-05";"104";" 29449 ( -19983,  78881)";"877";" 396979 ( -360589,  1154547)";"14562";" 169171 ( -228349,  566691)";" 110011 ( -135512,  355534)";" 6942 ( -7684,  21568)";" 29238 ( -32251,   90728)";" 52629 ( -58052,  163310)";"17%"
"2015-02-04";"103";" 28572 ( -18918,  76063)";"850";" 382417 ( -341148,  1105982)";"14021";" 162888 ( -217329,  543105)";" 105875 ( -128738,  340489)";" 6725 ( -7337,  20788)";" 28150 ( -30609,   86909)";" 50670 ( -55095,  156436)";"17%"
"2015-02-03";"102";" 27723 ( -17900,  73345)";"824";" 368396 ( -322648,  1059440)";"13500";" 156837 ( -206799,  520472)";" 101894 ( -122279,  326067)";" 6516 ( -7004,  20035)";" 27102 ( -29043,   83247)";" 48784 ( -52277,  149845)";"18%"
"2015-02-02";"101";" 26899 ( -16925,  70723)";"798";" 354895 ( -305049,  1014839)";"12999";" 151009 ( -196740,  498757)";"  98063 ( -116119,  312245)";" 6312 ( -6685,  19309)";" 26094 ( -27550,   79738)";" 46969 ( -49590,  143528)";"18%"
"2015-02-01";"100";" 26101 ( -15994,  68195)";"774";" 341897 ( -288308,   972102)";"12516";" 145397 ( -187132,  477926)";"  94376 ( -110247,  298998)";" 6115 ( -6379,  18609)";" 25123 ( -26128,   76374)";" 45221 ( -47031,  137473)";"18%"
"2015-01-31";"99";" 25327 ( -15103,  65757)";"750";" 329381 ( -272388,   931150)";"12050";" 139993 ( -177959,  457944)";"  90828 ( -104650,  286305)";" 5925 ( -6085,  17934)";" 24188 ( -24773,   73149)";" 43538 ( -44592,  131669)";"18%"
"2015-01-30";"98";" 24577 ( -14252,  63406)";"727";" 317331 ( -257252,   891913)";"11602";" 134789 ( -169202,  438780)";"  87413 (  -99316,  274141)";" 5740 ( -5804,  17283)";" 23288 ( -23483,   70059)";" 41919 ( -42270,  126107)";"18%"
"2015-01-29";"97";" 23850 ( -13439,  61139)";"705";" 305728 ( -242862,   854319)";"11171";" 129779 ( -160843,  420401)";"  84127 (  -94234,  262487)";" 5561 ( -5534,  16656)";" 22422 ( -22254,   67098)";" 40360 ( -40058,  120777)";"18%"
"2015-01-28";"96";" 23146 ( -12662,  58953)";"683";" 294557 ( -229186,   818300)";"10756";" 124955 ( -152868,  402777)";"  80965 (  -89392,  251322)";" 5388 ( -5275,  16050)";" 21588 ( -21085,   64261)";" 38859 ( -37952,  115669)";"18%"
"2015-01-27";"95";" 22463 ( -11920,  56845)";"662";" 283801 ( -216191,   783793)";"10356";" 120310 ( -145258,  385879)";"  77922 (  -84782,  240626)";" 5220 ( -5027,  15467)";" 20785 ( -19971,   61542)";" 37414 ( -35948,  110775)";"18%"
"2015-01-26";"94";" 21801 ( -11211,  54813)";"642";" 273445 ( -203845,   750735)";"9971";" 115838 ( -138000,  369677)";"  74994 (  -80391,  230379)";" 5057 ( -4790,  14904)";" 20013 ( -18911,   58937)";" 36023 ( -34040,  106087)";"18%"
"2015-01-25";"93";" 21159 ( -10534,  52853)";"622";" 263474 ( -192118,   719065)";"9601";" 111533 ( -131078,  354145)";"  72177 (  -76210,  220564)";" 4900 ( -4562,  14362)";" 19269 ( -17903,   56441)";" 34684 ( -32225,  101594)";"18%"
"2015-01-24";"92";" 20538 (  -9888,  50964)";"603";" 253873 ( -180981,   688727)";"9244";" 107389 ( -124479,  339256)";"  69466 (  -72230,  211162)";" 4747 ( -4345,  13839)";" 18553 ( -16944,   54050)";" 33396 ( -30499,   97290)";"19%"
"2015-01-23";"91";" 19935 (  -9272,  49142)";"584";" 244629 ( -170407,   659665)";"8901";" 103399 ( -118187,  324985)";"  66858 (  -68443,  202158)";" 4599 ( -4136,  13335)";" 17864 ( -16031,   51760)";" 32156 ( -28856,   93167)";"19%"
"2015-01-22";"90";" 19351 (  -8684,  47385)";"566";" 235728 ( -160369,   631826)";"8570";"  99558 ( -112190,  311306)";"  64348 (  -64838,  193534)";" 4456 ( -3936,  12849)";" 17201 ( -15164,   49566)";" 30962 ( -27294,   89218)";"19%"
"2015-01-21";"89";" 18785 (  -8123,  45692)";"549";" 227158 ( -150843,   605160)";"8252";"  95860 ( -106475,  298196)";"  61933 (  -61409,  185274)";" 4318 ( -3745,  12380)";" 16563 ( -14339,   47464)";" 29813 ( -25809,   85435)";"19%"
"2015-01-20";"88";" 18236 (  -7588,  44059)";"532";" 218907 ( -141803,   579617)";"7945";"  92301 ( -101030,  285632)";"  59609 (  -58146,  177365)";" 4183 ( -3562,  11929)";" 15948 ( -13554,   45451)";" 28707 ( -24398,   81811)";"19%"
"2015-01-19";"87";" 17704 (  -7078,  42485)";"516";" 210961 ( -133228,   555151)";"7650";"  88875 (  -95842,  273592)";"  57374 (  -55043,  169790)";" 4053 ( -3387,  11494)";" 15357 ( -12809,   43522)";" 27642 ( -23056,   78340)";"19%"
"2015-01-18";"86";" 17188 (  -6592,  40968)";"500";" 203311 ( -125094,   531716)";"7367";"  85577 (  -90901,  262054)";"  55222 (  -52092,  162537)";" 3927 ( -3219,  11074)";" 14787 ( -12101,   41676)";" 26617 ( -21781,   75016)";"19%"
"2015-01-17";"85";" 16688 (  -6129,  39505)";"485";" 195944 ( -117381,   509270)";"7093";"  82402 (  -86196,  250999)";"  53153 (  -49286,  155592)";" 3806 ( -3059,  10670)";" 14240 ( -11428,   39907)";" 25631 ( -20570,   71832)";"19%"
"2015-01-16";"84";" 16203 (  -5687,  38094)";"470";" 188851 ( -110069,   487771)";"6830";"  79346 (  -81715,  240407)";"  51161 (  -46618,  148941)";" 3687 ( -2905,  10280)";" 13712 ( -10788,   38213)";" 24682 ( -19419,   68783)";"19%"
"2015-01-15";"83";" 15734 (  -5267,  36734)";"455";" 182021 ( -103139,   467180)";"6577";"  76404 (  -77450,  230258)";"  49245 (  -44083,  142573)";" 3573 ( -2759,   9905)";" 13205 ( -10181,   36590)";" 23768 ( -18326,   65862)";"20%"
"2015-01-14";"82";" 15278 (  -4867,  35424)";"441";" 175444 (  -96571,   447459)";"6333";"  73573 (  -73390,  220535)";"  47402 (  -41673,  136477)";" 3462 ( -2618,   9543)";" 12716 (  -9605,   35037)";" 22889 ( -17288,   63066)";"20%"
"2015-01-13";"81";" 14837 (  -4486,  34160)";"428";" 169110 (  -90350,   428570)";"6099";"  70847 (  -69526,  211219)";"  45628 (  -39383,  130639)";" 3355 ( -2484,   9194)";" 12246 (  -9057,   33549)";" 22042 ( -16303,   60388)";"20%"
"2015-01-12";"80";" 14409 (  -4124,  32942)";"415";" 163011 (  -84457,   410479)";"5873";"  68223 (  -65849,  202295)";"  43921 (  -37208,  125051)";" 3251 ( -2356,   8858)";" 11793 (  -8538,   32124)";" 21228 ( -15368,   57823)";"20%"
"2015-01-11";"79";" 13994 (  -3779,  31768)";"402";" 157138 (  -78877,   393153)";"5656";"  65698 (  -62350,  193746)";"  42279 (  -35141,  119700)";" 3150 ( -2233,   8534)";" 11357 (  -8044,   30759)";" 20443 ( -14480,   55367)";"20%"
"2015-01-10";"78";" 13592 (  -3452,  30635)";"390";" 151483 (  -73595,   376560)";"5446";"  63267 (  -59022,  185557)";"  40699 (  -33179,  114577)";" 3053 ( -2116,   8222)";" 10938 (  -7577,   29453)";" 19688 ( -13638,   53015)";"20%"
"2015-01-09";"77";" 13202 (  -3140,  29544)";"378";" 146036 (  -68595,   360667)";"5245";"  60928 (  -55857,  177712)";"  39179 (  -31315,  109673)";" 2958 ( -2004,   7921)";" 10534 (  -7133,   28202)";" 18962 ( -12839,   50763)";"20%"
"2015-01-08";"76";" 12824 (  -2844,  28492)";"366";" 140791 (  -63865,   345447)";"5051";"  58676 (  -52847,  170198)";"  37716 (  -29546,  104978)";" 2867 ( -1897,   7632)";" 10146 (  -6712,   27003)";" 18263 ( -12081,   48606)";"20%"
"2015-01-07";"75";" 12457 (  -2563,  27478)";"355";" 135740 (  -59391,   330871)";"4865";"  56508 (  -49985,  163000)";"  36309 (  -27866,  100484)";" 2778 ( -1795,   7352)";"  9772 (  -6313,   25856)";" 17589 ( -11363,   46541)";"20%"
"2015-01-06";"74";" 12102 (  -2296,  26501)";"344";" 130875 (  -55161,   316911)";"4685";"  54421 (  -47264,  156106)";"  34955 (  -26272,   96181)";" 2693 ( -1698,   7083)";"  9412 (  -5934,   24758)";" 16941 ( -10681,   44564)";"21%"
"2015-01-05";"73";" 11758 (  -2043,  25558)";"334";" 126190 (  -51161,   303541)";"4512";"  52412 (  -44678,  149503)";"  33652 (  -24759,   92062)";" 2610 ( -1605,   6824)";"  9065 (  -5575,   23706)";" 16318 ( -10036,   42671)";"21%"
"2015-01-04";"72";" 11424 (  -1803,  24650)";"324";" 121678 (  -47382,   290737)";"4346";"  50479 (  -42220,  143178)";"  32398 (  -23324,   88120)";" 2529 ( -1516,   6574)";"  8732 (  -5235,   22699)";" 15717 (  -9423,   40858)";"21%"
"2015-01-03";"71";" 11100 (  -1575,  23774)";"314";" 117332 (  -43811,   278475)";"4186";"  48618 (  -39884,  137120)";"  31192 (  -21962,   84345)";" 2451 ( -1431,   6333)";"  8411 (  -4913,   21735)";" 15139 (  -8844,   39122)";"21%"
"2015-01-02";"70";" 10786 (  -1358,  22930)";"304";" 113146 (  -40439,   266732)";"4031";"  46826 (  -37665,  131318)";"  30031 (  -20671,   80732)";" 2376 ( -1350,   6101)";"  8102 (  -4608,   20811)";" 14583 (  -8294,   37460)";"21%"
"2015-01-01";"69";" 10481 (  -1154,  22117)";"295";" 109115 (  -37256,   255485)";"3883";"  45102 (  -35557,  125761)";"  28914 (  -19446,   77274)";" 2303 ( -1273,   5878)";"  7804 (  -4319,   19927)";" 14047 (  -7774,   35869)";"21%"
"2014-12-31";"68";" 10186 (   -960,  21332)";"286";" 105232 (  -34251,   244715)";"3740";"  43442 (  -33555,  120439)";"  27839 (  -18285,   73963)";" 2232 ( -1199,   5662)";"  7518 (  -4045,   19081)";" 13532 (  -7281,   34345)";"21%"
"2014-12-30";"67";"  9900 (   -776,  20576)";"278";" 101491 (  -31417,   234400)";"3603";"  41844 (  -31654,  115342)";"  26805 (  -17185,   70794)";" 2163 ( -1129,   5455)";"  7242 (  -3786,   18270)";" 13036 (  -6815,   32886)";"21%"
